InvestorID,EntityType,IsPrimary,RowID,LastUpdated
42381-46,Service Provider,Yes,aeec9823ff62a93ec9ca9ae8ad93ed50971153234727fbcc70eec3f059d62570,12/09/2024
10037-35,Limited Partner,No,e9239767c1f10c6a6663ddf273d65918895afa5044aed78a543c20d436a3461c,12/09/2024
42381-64,Investor,No,54d63c32598abcd5c3045d4c77028c473d91e5c7d021ca6d6f1842b0acf107b6,12/09/2024
10037-35,Service Provider,Yes,7be45952f54d79409d4e7260a1fc30635c149ed11bc39924da405594bc899dcc,12/09/2024
42381-64,Limited Partner,Yes,1029aa025e79888b67ea16516da577758ae4dcc1fe8ddf353d71709249064fda,12/09/2024
10037-35,Company,No,974841a96b81893fc043ccc82ea9b77895291958c667de09ab869da42c965f05,12/09/2024
42388-39,Investor,Yes,fbc0bdd931c4478ada8fc40465ccebfc57a104432693b9af9b6c877aed44e596,12/09/2024
10038-79,Investor,No,8052a2723a67a837fa87b5ebb2272b2581956b52e0ebbbf976eddf27e8084d84,12/09/2024
42424-48,Investor,Yes,1c2a87ffc82a57f744554bbc44b92935b6957a549336fcaec7aef1afbf7a24b5,12/09/2024
10038-79,Limited Partner,No,4f68ef2a147c9a5e50aa120fe9a85db16c0069acb4f43684195daaf9c9c4e847,12/09/2024
42437-44,Investor,Yes,c702014e3f695fbfc7acad8cfababdc95fc48ec264ef6f43bb67915017c47ac7,12/09/2024
10038-79,Service Provider,Yes,7bec739d256615b4a01645eada13c3e1a0323dee573c7477e5b78d8d3a6e5ae0,12/09/2024
42439-33,Investor,No,ef89f949effb08e473591d572f524eaeb8b644c62cbeaf65e1dc4cd11b6cda02,12/09/2024
10038-79,Company,No,17154f505307ecbfadc535b05be4f7ae38d1ddfd37eb6fc1898e6d670ef42170,12/09/2024
42439-33,Service Provider,Yes,31a1796d15195030337171efee1550bc188bebdd695a3c059ee7b446cd50507d,12/09/2024
10042-21,Investor,Yes,ef86d0b50f072374d63082949fa6449f226555ba23480714ec6d25346a0550aa,12/09/2024
42439-33,Company,No,5d574f1c59f99b32650624eaba1aff75242b790300faf852b919fd01b05eaa16,12/09/2024
10042-21,Limited Partner,No,edd27449bea326b7ee4a7ab26e0ed4426e47ce5f6eefc5d21371d55c4037f0d3,12/09/2024
51189-94,Investor,Yes,3d82d9fa499375f782024e2bba375191f5be8ff08d20f5297060875f77026557,12/09/2024
10042-21,Service Provider,No,8f5e4fc41b733558799678f7d335887a6f9ba6d171a39c4c48d750b35ce57115,12/09/2024
51189-94,Service Provider,No,98f09c721d7ba1d4ded5eb23ceedd93a08c1713b031064a75d1d1e63b6739fb0,12/09/2024
10043-83,Investor,No,7cd37eea4c05a0b11a79c7de5801a8a7f96f2e706fd73026680be83445508877,12/09/2024
51189-94,Company,No,f7cc8a0154924601c917e3a82dbbecc09f7f5b56e536190fe7b45f906e76cf66,12/09/2024
10043-83,Limited Partner,No,537889c524944aa3686fbd2feef9e1ba895a5785ba236b66d9c232c3deff44f9,12/09/2024
51192-64,Investor,Yes,f9271d078893f15a72c0242b0ef4f54534b74c3954ee2d350bfdc805328e2f8f,12/09/2024
10043-83,Service Provider,Yes,cc50cfe5bd356e347f6ce0deaf38aa00ca09764cd5786385afbc439b65741870,12/09/2024
51222-97,Investor,Yes,1b3df96d0dda5ff39e7bda3df86b5b5403f031bcd1481deffc671f2a3a2b1064,12/09/2024
10043-83,Company,No,87cee2ce6017262353c6b61d51099e1ff96f35b644204c0eb8707767f9cb0b39,12/09/2024
51222-97,Company,No,2393a5b0b33d85ec09b0e77624c4ccb00438fb94bde287c478c7f3df01cc05f0,12/09/2024
10045-72,Investor,No,201ec54048aacc4a20b3d818b1208395edb052f281d0975a2ee52b4f85802dfd,12/09/2024
51249-07,Investor,Yes,5c77de592def107f8b1ca8a3c237635efd1b343512f8bd31d4978d75ec31fabb,12/09/2024
10045-72,Service Provider,Yes,a26452a4eed53123872d9b85a34e6e252d9843d93874bc9334e6dce094383c31,12/09/2024
51249-34,Investor,No,89da8ec94f4bcade2e14a576d4c17abc00ffda7a82a7079ed09957d75a8fad58,12/09/2024
10045-72,Company,No,d1638d030b553931317166be9acccbf6e39faa33d5b79af71e5f101d8780bd32,12/09/2024
51249-34,Company,Yes,f37cc450232318547f0954a9c00c494ffceaab8923762258fb42417b289cc0c7,12/09/2024
10046-80,Investor,Yes,ad08533053f92e8442c52c7816ccb031b3918fe5cac302469a49b464a08ed02f,12/09/2024
51253-84,Investor,Yes,185cd4dc72ae5b11d8b30cf7b1e68040061e81298979855d9eb0286960cf9e46,12/09/2024
10046-80,Limited Partner,No,4e9da77d37400d1ddf00d47cd648aaabe077df26bd87ec062afbb63cc2fb79a8,12/09/2024
51253-84,Limited Partner,No,ce80d8f91a469b7b83c9b8de79d0a56b3e21e71e3c2ead2e82a4e1789e725332,12/09/2024
10046-80,Service Provider,No,958a8ef1a86d034c167791148abdb987eb65474674807c4b12929326b3f3d49c,12/09/2024
51259-87,Investor,Yes,5953862946eaba22db0e71d2f5d1c5842f7b22aa60b6579ad58feb3a27f1996f,12/09/2024
10046-80,Company,No,2a4aaa6fba6ef9b5df8b42b1cbe7015a227fb632fb13e396e97f19ab46bc7bec,12/09/2024
51259-87,Limited Partner,No,eac9144425fa6e047f8374ea82b6f8b8bec4c72f688938972439cb8244e81b37,12/09/2024
10051-21,Investor,Yes,bd584d3af92bc26dd80dbd83c7e17974ce6806aaffff87556d37b0f6d7a18289,12/09/2024
51259-87,Service Provider,No,ebde8a16642e1474541bbbf7bfbb68e051bacc20d61e35323bfb112e3d5f1f39,12/09/2024
10051-21,Limited Partner,No,0b5f8c98b84c4b4c62af97f36abbbc4819e7ee309e382e658b970eacfeb9d023,12/09/2024
51260-14,Investor,Yes,798b034ec06fa75dc71fc7dc41cf359f3b5d2c6d10df6877097948aa4aaabbcb,12/09/2024
10051-21,Service Provider,No,4fb9c14c6b2a4af6a15aa27e7aafd635f9de6c578b518135003d1c754bae28bd,12/09/2024
51260-14,Limited Partner,No,01a82a9b9eef99f2e5a5c6ff514711080a78ec9661461b162439a107fd63fc30,12/09/2024
10051-21,Company,No,25abd59c2b44345349f34d1cd417b68a30efb20e658203b11d9b4470d64c5229,12/09/2024
51260-14,Service Provider,No,8aad4b3beefc4a8a72815d5d7254e5b4b5d7da26ed9cf9813e22d681b829a481,12/09/2024
10052-11,Investor,Yes,8e563a6eaf69e4d163987ef6b68d7ef71c868ad0a2c047ba1066714649a428b3,12/09/2024
51273-01,Investor,Yes,c20d66ed5341faa01449e94891ca566134371dd1356637cd1e2fc56f9edb2383,12/09/2024
10052-11,Service Provider,No,3208efcec372a9d8cc9e46eae8b630bede64b37578201beaab97e69d238916ce,12/09/2024
51284-62,Investor,Yes,8b60207819765402099085b1280e0dbc5947d671e8e5d3e3d43556ff7073833e,12/09/2024
10052-20,Investor,Yes,6376c46202c4921fa1f63419ecb180acc028bb27fe7bfcf18450bee17f2a030e,12/09/2024
52649-11,Investor,Yes,ec5dc195053cdff7fde0288fe1cd6d151123a1dc1b8b171d70616c56d4b7c85f,12/09/2024
10063-18,Investor,No,4c7af9df31a395ae44bc23742aff3a799fb3f22f1df05e3077224a0f3c26afb3,12/09/2024
52649-11,Company,No,59fdd1a7d1b2cd44f9a8cc734b31c5322a8e541740ebe2ea7b6dd348aeb6df63,12/09/2024
10063-18,Limited Partner,No,135b21cc64c6c0ee7a10f986b56904a5b46603ff51f227914d21a575ec7f1f03,12/09/2024
52677-73,Investor,Yes,d76e4f45747ddf641fb2f5875a7fad3bdab03c5a9e3e3a79de752a20d550364f,12/09/2024
10063-18,Service Provider,Yes,f3dda542413c40492730084391bc73462d323fbed5eadb0f0136c2024196b702,12/09/2024
52678-36,Investor,Yes,a8f8d61e60bfd372b78465db52e0afc597b27089355af68d9119c6b7eda53732,12/09/2024
10063-18,Company,No,c93275d362e545450a1af0a1d1ad0c9fc11305b67cfca073f0788ef981549a0f,12/09/2024
52678-36,Company,No,8c10d56f5859366dc40b0ba16864d622b201bf8213b8939f389cb936ec3e4544,12/09/2024
10071-01,Investor,Yes,7eeff7833ce0bbb3e26a5e0eedafa7342188080ab11c939df5bce82f74091af8,12/09/2024
52680-43,Investor,No,09d0816560cac37c0c0169c0a3be0eaadb7b5a606fcd080ef4a35d427b756493,12/09/2024
10071-01,Limited Partner,No,c169742c537b2d03078c051f646d356e22aad00a8f20b19301225ff5dd6e4265,12/09/2024
52680-43,Company,Yes,73c4a72cec5786a764d803ee3dbd6ba0d83d7ea5adfc7d47462a2a20f0ff5453,12/09/2024
10072-54,Investor,No,8947317d38ac11afcf9600e9c843a933eba010e37b5791cb098043f2038bf994,12/09/2024
52683-58,Investor,Yes,154fc8b4b2faac16d7911df0be3cd74e3bb482148207afb21539c7abe6a0cf47,12/09/2024
10072-54,Limited Partner,No,a25ae8a10c558199928a5d3f8c6d12987b6a0d91e1ef1740838a36555de2b749,12/09/2024
52695-82,Investor,Yes,5f896413baf2bc1db98df8b1f24d810c1ccb20f67e7110098ad663fcf2f11849,12/09/2024
10072-54,Service Provider,Yes,09a3c631664c01e4b3c573d501fdbc20e2082815c8f00788cfbaeed50ef8749d,12/09/2024
52695-82,Limited Partner,No,431e27c2dd1635802a968c6f05b719ad2ba0e7b44e69ab129e4acc3ddc992100,12/09/2024
10072-54,Company,No,69c372c7b714eb0c4fd5aef736e88f02775f80e4378c7e1e2c2e696c6ba5bc24,12/09/2024
52695-82,Service Provider,No,25b6bf448c26c796562ab8205aa594d04191dee98d6c8639481adc0a854e3671,12/09/2024
10074-61,Investor,Yes,55a30c7dda5a0470e50a111ee77685a71306ea6967874382feb969758d3267c2,12/09/2024
52709-59,Investor,No,22aaa16d3000d00fe9cf220f8aab2b18233ee70b778f980d6cc7b46fdd749ba0,12/09/2024
10074-61,Service Provider,No,c44a84ac309196a1d3bc37550e07f878aed6a83d4ea21880f5b8d4670808207d,12/09/2024
52709-59,Limited Partner,No,0a37d68b53a7704ed702e371ef843a7021940137190107821521266c03cbc0e2,12/09/2024
10074-61,Company,No,36ff92bab171028a9d5cec09d55275738044c9cd63ac27e3d58052f31021ea7d,12/09/2024
52709-59,Service Provider,No,5a90dba841c832fb9864811b0458e58485c7d95af242ce7332394183961235eb,12/09/2024
10075-24,Investor,No,40a554e6a589cd852f2e757c72ae222c2bd190c6d630949541f9a9a23fcbcf7c,12/09/2024
52709-59,Company,Yes,30d52509b31ddb2932aa9efdac621549f8f2ffe79d393c5c4515afd1da7f51a0,12/09/2024
10075-24,Limited Partner,No,e86ad7b546fd0adcfce2add82837cd7be16492f74de77e2dd936e118bfa1da99,12/09/2024
52749-01,Investor,Yes,2e4be374c057510b34c406b56ddcadb5081dc0256c9a2fd053d39511de6b87fe,12/09/2024
10075-24,Service Provider,Yes,58a0d6154e8fd1526540a6d015c08d71345d4a687a7ee9630706dae66e99940b,12/09/2024
54128-26,Investor,Yes,20beba9a64bf9f7dc168c06a2eef962a93454b44cb95a74a5facb34a040f2520,12/09/2024
10075-24,Company,No,bd1cda18e3041d89591a7d68edb67ff731d66eca5c45fef3aac043b250b418ae,12/09/2024
54152-47,Investor,Yes,c8fce3390466c45f33cc639b8d805463738637c4893cdbb484af28fa98def082,12/09/2024
10075-78,Investor,No,86d49cc53f82be1a03589e76b7a978b8ce704fd7686623fa3dd609a45ddd848a,12/09/2024
54152-47,Service Provider,No,98c35fc03328f007462ee9179888e91bfb8767de91b64dcc0e8faaf38944f3dd,12/09/2024
10075-78,Service Provider,Yes,727b5ee3742c1310f37227ff85af7e9007c8c5199e7f6eff82160f7d5963c801,12/09/2024
54172-81,Investor,Yes,1589c4019b7a31e6d6e30124e166ab0bfc855168ac0fae89959c0d8bf0aadcc4,12/09/2024
10075-78,Company,No,0c49c114c3441753c2cceecf6270ea31a69b3c42fd8b6be3ed0c612799833196,12/09/2024
54172-81,Limited Partner,No,498a1636cb04020906c59500bad2993d234eb12b840df1d3635c95171bef255b,12/09/2024
10082-62,Investor,No,1493a9c5a634286eeb8a4f3f06974238b4fa2112a3f461e821469158b51bcaf8,12/09/2024
54172-81,Service Provider,No,0a3929cf3da87035746e977e5405294a4754b716515592e9773183597e021401,12/09/2024
10082-62,Limited Partner,Yes,cc09945a0a25a5322366cec3b047e3add0eafd0566e2439f67c8a2873380e3a4,12/09/2024
54195-40,Investor,Yes,a4669fa11271e23f3a2ef01124eb8f43f840e9fb8b7d52a83db87e3f7b2adddf,12/09/2024
10082-62,Service Provider,No,432fbe08503ee0c21da5bdbf9b8a79f2d23ffbdc6dc88576b1bf9dccfe0e4788,12/09/2024
54204-94,Investor,Yes,2364716a90f0d136bb906d04e6eb99b77ac66392e199c9816aa2afd45ff3f3ce,12/09/2024
10082-98,Investor,No,4eafc78af46898a00d2fd53469e038ae591398848a40b0211b2c5cde518782db,12/09/2024
54207-19,Investor,Yes,61bbc7b064ed9f4777f13857322a54336758cfd51faac2a26a89ebe2c4294379,12/09/2024
10082-98,Service Provider,Yes,8eac1fba3f50e8b5f4c15cfb901125c9f020805c447d5fccdabf44dcf2c6f6d2,12/09/2024
54207-19,Limited Partner,No,3443859b93502b8cf1072dce4fda06ecf335c2474a4016002e094204af91159b,12/09/2024
10082-98,Company,No,19eb02b5e34b6800cb73e009595d53e06ce51f6bcfbf95751c0b23ee2e565b83,12/09/2024
54207-19,Service Provider,No,32486251ada3e19ca7d98548477e2320a84d9edc8e0a48184e09cfb0c22a63a5,12/09/2024
10091-08,Investor,No,aa6e6f95fb7aba29680fbdcdceb4574d4bfa5b1a4351e7ef208fc1bf7f20543a,12/09/2024
54210-70,Investor,No,3bd890bb811b040e3319e8dcda03fb13655f624b8dc03e04c4bd6d04e4f841f8,12/09/2024
10091-08,Limited Partner,No,7d14cb818a9145ddc6f1938e5cda47e7957025f1c83b708b500760d13758b01a,12/09/2024
54210-70,Limited Partner,No,7f7b7648da73a8db62506322869cb340f5dbfa9f23bf44755efcc9e8d276adac,12/09/2024
10091-08,Service Provider,Yes,d85ab6ccf77aaf3a0594293c0fc8f0d80b0afe40aed3d970ae7bd66c13e09ae1,12/09/2024
54210-70,Company,Yes,eacb59fb9c22ca73ab41abfee67410a777eb886836b9b8c5e200a0f5ec851b7f,12/09/2024
10091-08,Company,No,93d34fa6a9fa070236e6dab46cc13e44b86eb9600be8f66990a4c4f94dd94563,12/09/2024
54212-05,Investor,Yes,7d70d70f566eb0636438d6ec8c9c720f5cb5f094ed3512a909ddb8865a26a6f3,12/09/2024
10091-53,Investor,No,d59db62b6f897e263b6bd6ff40e6d847718dd5de78e5a683a5ef7dae58272c17,12/09/2024
54212-05,Service Provider,No,a085e530b14ba545106ba36b34de36ed3ee4deb6d7516590ed52c675329ce861,12/09/2024
10091-53,Limited Partner,No,c4e7feea67e334f69882373a9e10e3bcde0f8455955421aa47b48774b1c8ccc4,12/09/2024
54212-05,Company,No,b3cd2a3ad92dca665285d1c2f06f14e1baea38c281c591d2ca967b1d8006f610,12/09/2024
10091-53,Service Provider,Yes,1c65e3c0289ec1a1263b9dc39ea386f2926425f96314cad1eef0c4a1c30006ad,12/09/2024
54230-32,Investor,Yes,989670c829e0f24214bb24fc9ae50927151f1eaf6ce38109e067ce05013ddc5f,12/09/2024
10091-53,Company,No,b21e60ba22f325622e1ae7667e1726ddfdd93434d1fb1d066b6be1643d5d968c,12/09/2024
55606-42,Investor,Yes,8930a94bc06e8cbcbf1dcd98eb4eddbd0e01afce38300c1bc09495204e301282,12/09/2024
10096-12,Investor,Yes,9206897e08d4c6cd702db168ce04b83ed9a1e886af4aaf86a24680fdb7f5af65,12/09/2024
55609-75,Investor,No,d70d4fb572eb091c5407387c779a48d02a0cc7610710e55873fa11bb8c500f76,12/09/2024
10096-12,Service Provider,No,47c17155848a5f545031388976f074f8f96f6c783e345a620af7e4e708e84246,12/09/2024
55609-75,Company,Yes,c2931cd6eb5de7c009bd176d922c16be0653c731c2297e92815e85b16cbef389,12/09/2024
10096-12,Company,No,3adab904cf1a3532d87da59b64a63973d074a13ae4f6d3498fcf88d043b0d700,12/09/2024
55612-00,Investor,Yes,e5c1d13c9770937ab2c6df5248a15e385d0a8217b93a00ec17f224fa5da68a54,12/09/2024
10120-60,Investor,Yes,62f87cb9ca05e99a2ece4d14c8fc1eec590cc69759032d052ccfe11da64c4367,12/09/2024
55614-43,Investor,Yes,53aeec200cb7247dd1783783e12327d42bd75247cb77cdf53eaea9d1c4d65557,12/09/2024
10120-60,Limited Partner,No,75bb55aad763cfa550c9ba50a63a8b51ec4806f222765dd7b5306cb17a7c1044,12/09/2024
55618-12,Investor,Yes,4027a583891196a53e2c2e36a89c39356228007d0a6182716f3c0c9a3886ece5,12/09/2024
10120-60,Service Provider,No,0d11a2e98d1614abc8d9e63e71119ab2227ef317003ef1e48d9129533b712589,12/09/2024
55618-12,Limited Partner,No,900d0f4b37d1b1442a958f68217a39e7e6564bf17863a2956d373917ca93a820,12/09/2024
10120-60,Company,No,118e69bfda0b02821304b6696e4207bbe7f395c17f4f7899f0ea157a2ef79631,12/09/2024
55629-01,Investor,No,c97df9651348b373c95e8989e9626a97db38a29c646d8568f8389d985eaee771,12/09/2024
10121-86,Investor,Yes,94af8beafb551ef9cf3113e54821952d28c217a0ab0e6e263dd5665fb00e1ff9,12/09/2024
55629-01,Limited Partner,No,02d49f863da9bcef426452e4a2404c3529515f8abc5aa66659f1ec7429c39c58,12/09/2024
10121-86,Service Provider,No,d05c4872e02829944be846ced1d9b9771366404972076daa317401a02b9464ef,12/09/2024
55629-01,Company,Yes,b9d1c3dd8a7956aa70c4da03df51195463732a29e9d1c56864116625c7f89b3a,12/09/2024
10123-03,Investor,Yes,0f80730f53615bc0be619ebb67ab1b84bbf6d9d09e3ed5cebc59e8f55e5daa1e,12/09/2024
55661-86,Investor,Yes,446721757cd4c2d0030818e93fb39e1c786af7cf6437493613e5372ec2cfba8d,12/09/2024
10123-03,Limited Partner,No,ff4ae0a797ba5839ba0ba65c655acc83bdf19baf84ea1c382d21fad46038f93c,12/09/2024
55680-67,Investor,Yes,eff3a7f580c4c089bb01b9c9c44a6360922184328f3e2f6a278dfd36fd0925b1,12/09/2024
10123-03,Service Provider,No,e5860949545da37dab995a24b8308771d8a9954a7ed78ff1ca27c3fa77458cf8,12/09/2024
55686-34,Investor,No,05c68fd9cb401f218557fc78babfddc5d8c2e8be7e980b341dbdb8d1777e7447,12/09/2024
10123-03,Company,No,378af6ff9c4a8c0f9e3b05051f1f9686561123e41b5894fed299df005d27baf3,12/09/2024
55686-34,Company,Yes,e86a342bbf3840d849d9395b19accda8581ba2ddcbd4eea7ab76eeb37bdc4a48,12/09/2024
10132-03,Investor,No,785335efa0ba6f09d00d752a032253091217e5cecf6510f73aea7e1da1f7e693,12/09/2024
57078-28,Investor,Yes,e12681dd70b8bfc166ae76990171a439d79c1b74d1597bb6a88e3694d3311803,12/09/2024
10132-03,Service Provider,Yes,bbb066af32543a2b4d425b6f8f3b510f36350fcacdd6ea5ec41533f4d99c2687,12/09/2024
57105-28,Investor,Yes,d88d3d72ae773a0e55cbf26a1dfd19e44ff6e7a4849c2df8d5f5803384e4b298,12/09/2024
10133-20,Investor,Yes,011ddf08d07092d968da9d41e42562bc302243ccbc3e00b6bde5e7df488cb663,12/09/2024
57119-95,Investor,Yes,207c14f3de3052cfddef5e85f333c0135b9d4b0e595fc4de20b609f16227e77b,12/09/2024
10133-20,Service Provider,No,308d0e66a42ef31c68d666de1a25d88499b3bc72a23c6911f6c36f2835074878,12/09/2024
57119-95,Service Provider,No,7cc3e9588c68e52a1be2cf4df920e506d39a43f7ca3e8a16f073b91ef57eb4aa,12/09/2024
10134-73,Investor,Yes,43a3c21df00ba54df3afcd5422f731d4440e21c70bc4793892e4fa31e220b6da,12/09/2024
57183-58,Investor,Yes,2d87e86a4245489b044deed12b46f6182cc05b3b2f49c9a161927a3dfdddce32,12/09/2024
10134-73,Limited Partner,No,782436cac957938b098215d9ea57f91b45c4b0141d93a4c0192efd4e9a2bff96,12/09/2024
58561-75,Investor,Yes,73d074f04008632153d2fa17bb838349763bfa75528c7cea0d291b396c2d2803,12/09/2024
10134-73,Service Provider,No,3e45ea3fcdda168b8ea91a57b8f9f5f2b7a3a293b0b03914e46093e6c00f8fde,12/09/2024
58604-50,Investor,No,71dd554455205a7716fe2173140ba0e1103b420aab8eb8b4748ada2287fe30eb,12/09/2024
10139-41,Investor,Yes,d3a5c2c8dc37d593a88d817f3b8b3600177e8a6e79645bcdc778ba67ed0eb000,12/09/2024
58604-50,Limited Partner,Yes,72e79fe4d94d568a82737704aa05e736e786cedb518ea02986c5c36af2204e6e,12/09/2024
10139-41,Limited Partner,No,cc49dda42b2731e1c76c899b01e68dac4556b87692f17199d981401537543f07,12/09/2024
58604-50,Service Provider,No,aa9b9271a976df59bc25a6b21e1de1cefbf51d7ab1701f2c6ba12fa984bd5bff,12/09/2024
10139-41,Service Provider,No,97736529d7924cd6dc2feab5ad520af66c02f462c7015e94dee79c3492addf03,12/09/2024
58608-64,Investor,Yes,88e17873f3f86f4c0f3ad371860147d546cf5fa38846eacac3df8ae73d637291,12/09/2024
10139-41,Company,No,fa085675de1df2434f90d3fc1ecab7807e5a009ff09ce65d4491a14201d44b5a,12/09/2024
58623-94,Investor,Yes,4f55ac2a62c203f5afd9e85dfd7d9c63fe25f21f1c0b7f188d87cfe8a9faa4b0,12/09/2024
10150-21,Investor,Yes,80677dbe42188415e03af5aed383f4164a83a4045ad52ff5f1d80b15a0250f71,12/09/2024
58658-59,Investor,Yes,9e226aeb9bfd4aa92cdc94b9b71520ac1089178342190ad207ffdf93b5aa1fd4,12/09/2024
10150-21,Limited Partner,No,d00fa2a627694ed47ada83b5e6d02eb5c3cfb2aeec9944192a40709ba1eaeabb,12/09/2024
60029-83,Investor,Yes,de5ed73f6ebff11f632714c122eb04ee8c5902afbd8f423309747db36c937cfc,12/09/2024
10150-21,Service Provider,No,ea510960ec552f529510a148f07ce856aaca94f1380dcf06570f11919a66c955,12/09/2024
60041-62,Investor,No,38d9ac4f1b1c41b44f33a1e82736f1d73b4ed33dd7f20461414bc20ebe870330,12/09/2024
10150-21,Company,No,8245e796ee7d4b86340b65488a2a0bcf522e6a322e46f8b389ad9718bb4af8c5,12/09/2024
60041-62,Company,Yes,0d5ed47b08434bc51b8bc7ac896c20d2c40343a3645c4a61bac5f0b0dea9b1b6,12/09/2024
10151-56,Investor,Yes,8d2e0448e5bdfca57825f822debb16690b6bc8c57a6da559fb297235d32ed91d,12/09/2024
60051-34,Investor,Yes,8cf46b8f3042dd69480a523b5e5c92d1583c62350da37876a2c96323d1968522,12/09/2024
10151-56,Service Provider,No,a289f6d3a646d67ed5ae2205d3e6c0d895127a74318ec8aa2a66c9884f96bc1b,12/09/2024
