FundID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerType,RowID,LastUpdated
11010-43F,53558-11,JCI Ventures,Direct Investment,52f60c9b41e99fe51815c7ec81e525bb1ef2d0c7bd3c31cf923957714c8912ef,12/09/2024
11030-23F,11018-53,Fairview Capital Partners,Fund of Funds,6eb8e3346f2edd41fcbfc9ce5068c6017a287eead87638689210f8900eabafb3,12/09/2024
11030-23F,11435-95,Parish Capital Advisors,Fund of Funds,140a2d64197e2a5d8fd5c5495d093d150c48994801ae08f56c0dcc86e88710d7,12/09/2024
11030-23F,11269-27,Paul Capital Partners,Fund of Funds,8c2d654a0c334c6c40e7b7a49b1fde8fb9dcc45742f1f87d3de06860138b6a4a,12/09/2024
11030-23F,11276-92,Schroders Capital,Money Management Firm,bc589d8bdfba99ad21cbccd65f1308dd4823cbe9fb8daa9bd66dd7a619021c09,12/09/2024
11030-23F,11620-99,AXA Switzerland,Insurance Company,7b9b6b48036edd0957d75cf2319da2f1acb8cc3f0063fcf1ab806e470a9a598e,12/09/2024
11030-23F,10877-86,StepStone Group,Fund of Funds,4ed4cb9e26fab91c313860b04b40b4f95648a7da01d987375aab61bc4befbaf9,12/09/2024
11030-23F,11079-46,California Public Employees' Retirement System,Public Pension Fund,cdc397d2b841d220fe64b7e55d2104c8ed6292c88200720138b473e89cfff814,12/09/2024
11032-12F,11561-32,Danske Private Equity,Fund of Funds,43f89582c30d426fc9e8e3ce1bd1639060cea26cc27f008a8cfdfe6acc4cef2c,12/10/2024
11032-12F,11565-10,DuPont Pension Trust Fund,Corporate Pension,63b7fcdf2eb91e8d682fae859d9f44d9448c1c867a691fedc9ec7afe088deef7,12/10/2024
11032-12F,10828-63,Fort Washington Capital Partners,Fund of Funds,5ff68af5abf52d476937a9afb787cf2d8eb5a9276fb7efee68de10a73e30b470,12/10/2024
11032-12F,11571-76,GroveStreet,Fund of Funds,dba0c75147bd606c43d51d88d52d123ddf6603d7936970eb629821934c2a2928,12/10/2024
11032-12F,10115-11,Portfolio Advisors,Fund of Funds,10ee54167224690bbe1b2bdca9a472d4684e8e9eeb6c37545ba9fc393e41eaba,12/10/2024
11032-12F,11576-53,Indiana State Teachers' Retirement System,Public Pension Fund,48d3bdbf4c7d33795e3bf4bc55fe9a79e222bf6f8eb97945106e34f473b8e83c,12/10/2024
11032-12F,51621-31,Absolute Private Equity,Fund of Funds,6e888bcfd4a16346a9e4ba8281c1066a0b90f19316714000a03c9ce689f52879,12/10/2024
11032-12F,11576-44,Indiana Public Employees' Defined Benefit Account,Public Pension Fund,2a910fda8dd0735f281f0d3d05894e44cc142205a27b5df141ef593a0cedeac4,12/10/2024
11032-12F,13137-22,Conversus Capital,Fund of Funds,e9b11c4c3354bcf58806cf0cd5ace1979cb8c8cba9e13fe30e54f45a17f00133,12/10/2024
11032-12F,54178-12,Indiana Public Retirement System,Public Pension Fund,2b610a90ef196eb528121171bc14faf58aca8157b56901ae6151cb210f76005e,12/10/2024
11032-12F,10044-10,Wells Fargo Advisors,Investment Advisor,a574b96064c34711c0f922aef661b5782064fc819d9b1c2543c25d4730284026,12/10/2024
11032-12F,58966-75,Sears Holdings Pension Plan 1,Corporate Pension,96a8a4509833003ffb54d8faaf2158299b3d6b3fbfd2a69b49a6a51b396fed0d,12/10/2024
11032-12F,52603-03,Sears Holdings Savings Plan Master Trust,Corporate Pension,4ca8604730e5f3e6ef36935b59c56b0ada8d43aa34eba1bb8f39bab5d12ae43e,12/10/2024
11032-12F,10568-62,DeA Capital,Fund of Funds,663b0d6bae466eb70d82d7b0916ead2bea44c36ab84e1ee63621f7bfd74eb0fb,12/10/2024
11032-12F,11079-46,California Public Employees' Retirement System,Public Pension Fund,a49c64bd8f261d0a381545ffc7a12cf0ca459340836d329ea54c2317b291f234,12/10/2024
11032-12F,58312-72,Headlands Capital,Fund of Funds,01434f4d26ee79d955ba35366a428bce4c7de2af35eec8482880c8c78181ef4d,12/10/2024
11032-30F,10065-16,Camden Partners,Fund of Funds,5c54e41b750c62a5ff913f49db8dc95d24291138ad9d65f7e6b639c1341d74d8,12/09/2024
11032-30F,11574-46,Horsley Bridge Partners,Fund of Funds,db6985a73746a6d398e4f55d6df0dad2c03c3569716526f03957568dd977faab,12/09/2024
11032-30F,11584-09,Los Angeles Fire and Police Pension System,Public Pension Fund,37cfcb338d229db12f1adf3ea6dbf75354273fbbade024c32dc21657cc4a4051,12/09/2024
11032-30F,10220-50,AlpInvest Partners,Fund of Funds,8512fd5d10981e02260c5f640a176ecf299125eb6b24cb7c391039b22dcd957f,12/09/2024
11032-30F,11269-27,Paul Capital Partners,Fund of Funds,bf036b8de043fceeaa47f35edca4d7f487866253677afae21942ea216b3872c3,12/09/2024
11032-30F,10115-11,Portfolio Advisors,Fund of Funds,c009d3a062b7d5dccf4f9b77a2c3ca1faa1765c2d069b9ea12e2ca67b8d68381,12/09/2024
11032-30F,11598-04,Philadelphia Board of Pensions and Retirement,Public Pension Fund,9d1c4e9d386cc2b3de7eb566cd273ca67aa8f4624469787c78999d89cb8d9a34,12/09/2024
11032-30F,11576-53,Indiana State Teachers' Retirement System,Public Pension Fund,2fd88a569095b172d9f32a81baa7bb0bb4165a1a614a1d17a7e3db8472462d7c,12/09/2024
11032-30F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,fcdf9b27d0c718816d9bc3a22876b73e7308cb3f2a23a70a4ba65352723ad95d,12/09/2024
11032-30F,11576-44,Indiana Public Employees' Defined Benefit Account,Public Pension Fund,da64a5daf5dbbd35306d97a8ea232dd8b4cad0c44efdba44681bd9c6c01d1760,12/09/2024
11032-30F,54178-12,Indiana Public Retirement System,Public Pension Fund,c9483d86c2f6d730e407b40ed79b601b9a160ef7a520af241724d539e6580684,12/09/2024
11032-30F,11563-57,Doris Duke Charitable Foundation,Foundation,7df49ae5663c1ca74ef3e91db1cee7621cf59cec372f638bd905e2bfabf4a45f,12/09/2024
11032-30F,11079-46,California Public Employees' Retirement System,Public Pension Fund,71c31240f7c145bcbf67082b74fffc59ba7398273da02d5ce78dd1ccdffb85e3,12/09/2024
11032-30F,434273-95,Philadelphia Municipal Retirement System,Public Pension Fund,64cebb9738048cd3f5b5957db227ff1fe81046448b7e6a5cf7224e12511e1472,12/09/2024
11039-23F,11564-29,DUMAC (Durham),Endowment,eff0a89eb206c6de7c5f5d07f40a7ba6ad28044bea4233b9ade8d98f5b8f5f9c,12/09/2024
11039-23F,11570-77,Golden LEAF Foundation,Foundation,3e7793549b06807df11cf08b810e56decb006677a9010e2987d55cb98714db73,12/09/2024
11039-23F,11592-82,North Carolina Retirement Systems,Public Pension Fund,86ae0f83738adf7ca94f874caa4c7d58f0a9993ec38af1442c3826741561386d,12/09/2024
11039-23F,11618-29,Virginia Retirement System,Public Pension Fund,f82ddd0d04cd970a53ecf18d73aa4b880e3ac44fb5faf2377a1885d6a0c6c994,12/09/2024
11039-23F,65273-68,Employees' Retirement Plan of Duke University,Corporate Pension,decab410685dad4ea4eb58c9dbb61aec1c39441e6b8592d2cefbbbe6747ce1c0,12/09/2024
11039-23F,11248-93,Greenspring Associates,Fund of Funds,53d50424dab2e5c57554c3122d648a4e6ad0d9701393c4053b6494c227e8c002,12/09/2024
11039-23F,152031-61,Operating Engineers Trust Fund of Washington D.C. and Vicinity,Union Pension Fund,4806a793e66d9d9f26d4f78c3bdc92e8574ac068c3989e41ac73d3910fd0ef1b,12/09/2024
11039-23F,109427-41,Northwest Center For Reproductive Sciences,Corporation,a310fcb0018be1271614d1a1965bc83948775740dc120776160ba7cde80e86ce,12/09/2024
11074-51F,11566-36,European Investment Fund,Fund of Funds,a558d2d08f9e6bcffb5f7a50b327296c117004f8314f48a1d8b123873ff4142e,12/09/2024
11074-51F,10783-27,LGT Capital Partners,Fund of Funds,acfda6a221de7b15e4f9faaa7796cd5a701eb6aa79877021ecfb800f8f334747,12/09/2024
11087-29F,11554-66,California Institute of Technology Endowment,Endowment,4d15b0a848bd6e4d415529d2931c925010c8a1ad5d46bcc48b610a68ef9d0d44,12/09/2024
11087-29F,11564-29,DUMAC (Durham),Endowment,97cd5a12bebd41f354b90104abba462d3c13bb12cb6c20ed7061669b64cf6698,12/09/2024
11087-29F,11018-53,Fairview Capital Partners,Fund of Funds,70879d9dbd2759cdc569d88af508e891f01f6bc1fe9e6231300cd28eb34cf1c6,12/09/2024
11087-29F,11568-43,Ford Foundation,Foundation,85a1a59db70d575e7d540f1fd6c435ffdd7300cf97e94b6fc8741debdfa9328b,12/09/2024
11087-29F,11206-72,HarbourVest Partners,Fund of Funds,68c2d29e4d5b4dea5bc86905d83e569b6ba60b1ade1a47d262653d025bcc16e2,12/09/2024
11087-29F,11572-84,Harvard Management Company,Endowment,d41dda5bbd231c5b05b460676efee8392967b6cea1b36f2f8521546d8f96b230,12/09/2024
11087-29F,11573-92,William & Flora Hewlett Foundation,Foundation,84edb85ce51708e5bf7461649ca5d02e86603c761152544bfa55bac3a5917eff,12/09/2024
11087-29F,11258-83,Norwest Venture Partners,Direct Investment,f212cc97a72298b8fa9be3d879df7d57cfbc0652c57aa5b0261b1c7b2fc56633,12/09/2024
11087-29F,11602-18,Rockefeller Foundation,Foundation,ed9e4b803127de1f5424a79e744d52c6f3685a186cc8cb38eb94b780c8c4a550,12/09/2024
11087-29F,11607-49,Stanford Management Company,Endowment,88a0142065c1eae86b2253c9d4b08f4cb2c3743d0fe5699884541281c506bf85,12/09/2024
11087-29F,11614-78,University of Virginia Investment Management Company,Endowment,002b30cc2bde2641f350fa85240a1d434b933e9fb46b996894f3b8e889eb3d8f,12/09/2024
11087-29F,11615-86,The University of Chicago Office of Investments,Endowment,3e51bbfbb55c8e15366469e53793642cd5dacd3309e4f8a917aa627f5249f967,12/09/2024
11087-29F,11621-89,Yale University Endowment,Endowment,6004cf1b33390dfde5e0b28d5e63c925c2ac8448c6907a096208506dcfe4c884,12/09/2024
11087-29F,62410-51,SBC Master Pension Trust,Corporate Pension,4365b7fae8465d908d93485bdd7115507f36578a19065c6ffcec16b86fa5c059,12/09/2024
11087-29F,58609-54,Harvard University Retirement Plan,Corporate Pension,0f32e75fb4518b44e5301fd772e58449404293ab82ff7707f34d1e82915dcf94,12/09/2024
11087-29F,65273-68,Employees' Retirement Plan of Duke University,Corporate Pension,2597c16029a0bbe8be7dfa1a52edb32b34414e3dcab96b616d36d0650221fe37,12/09/2024
11087-29F,62389-72,Bell Atlantic Master Trust,Corporate Pension,856f99c80aabe8ffedc0f3b31dfc5edd14d9dc9ace1c95d1833f69e380d592d1,12/09/2024
11087-29F,12792-16,MIT Investment Management Company,Money Management Firm,d672b7f32350806da8b60e632ed7729b0f97782d32c7b83e1904b28f8638e428,12/09/2024
11087-29F,155668-33,Lucent Technologies Master Pension Trust,Corporate Pension,04a7887d105044ea83c58d0a6b0d26fb9454ca6cafebf07b918e15425e95fca1,12/09/2024
11087-29F,10894-78,New York State Common Retirement Fund,Public Pension Fund,040ff0cace4647f145e8c347a7c1c163055ab0590d79f17fed4b8ec5650098fe,12/09/2024
11087-29F,152031-61,Operating Engineers Trust Fund of Washington D.C. and Vicinity,Union Pension Fund,9d07d038c6d6d8cac78582a14c62c065eee05ff48d96347f775ed9063f3ac1ea,12/09/2024
11092-60F,11592-01,New Jersey Division of Investment,Public Pension Fund,f1404bbece69f826ead199cf2fcd69acdc17e059101f5e21757a53a2c58eac07,12/09/2024
11092-60F,53220-25,Prospect Hill Foundation,Foundation,cf3d0686478f0311593435f0a521554b194c8fb482cf4d67768b061056c16963,12/09/2024
11117-62F,10339-57,Caisse de dépôt et placement du Québec,Public Pension Fund,b9cde9611806ec0ff83dccb63e77cb1714875307ff389cdbb4daedfaf71536c8,12/09/2024
11117-62F,11018-53,Fairview Capital Partners,Fund of Funds,09e8370d3600e0627eb1a6716251378229dfe43590dd8a1407bf00cf3bca65c2,12/09/2024
11117-62F,11572-30,Hamilton Lane,Fund of Funds,ff8b0e0cf420c0d9ff6722c030e9d2ce28887c556522d072cd58a90dcb063f6c,12/09/2024
11117-62F,11584-18,Los Angeles County Employees' Retirement Association,Public Pension Fund,4e2f9674ff8799fa277236634971666575a586adc4f9a90106847f5a0440c8f0,12/09/2024
11117-62F,10894-78,New York State Common Retirement Fund,Public Pension Fund,8fe5d4d7fd66e450ed3037de1cb2b6d073bcc9d03086c1a5eb4d5fb8c8957395,12/09/2024
11117-62F,11603-62,San Diego County Employees' Retirement Association,Public Pension Fund,59fa400c98cf8d8673bfddb4b54ebbd4ae38e1d6e0f354cc9310959553726226,12/09/2024
11117-62F,59073-40,The Bodman Foundation,Foundation,f99c0f910c65d0fd40edd5cab8b764e605d6af02d3ea6f02065b1699741b385e,12/09/2024
11117-62F,53177-77,Waitt Foundation,Foundation,bb8089ef58f9687ee231a0b544f4c119119b9a0c6278d9fda120c73c3f3744fc,12/09/2024
11117-62F,11563-66,Dow Employees' Pension Plan,Corporate Pension,d41bfb4b1e49f4bf0e857c07be1140858bd7734301f8c2f4e7a7902b2d91f343,12/09/2024
11117-62F,58758-49,Union Carbide Employees' Pension Plan,Corporate Pension,c5046b8adfb8306f1e748c49d70f18bc7cf2874ce3a8b1155dba0fc4f6efe941,12/09/2024
11117-62F,11105-47,Adams Street Partners,Fund of Funds,d5bf4873e05d8dd808965c296f33692413b60b2e50a6ee67a0744a6d248d91cd,12/09/2024
11117-62F,11199-61,Gimv,Private Investment Fund,8bc4a38a42a6e55b34e2aa6c8240be9691e518ade4541fd1b9c991f8ad9db8d1,12/09/2024
11117-62F,58312-72,Headlands Capital,Fund of Funds,871d237f766b373676caba948b6934b250838da27fd0205289e2eadb2bc1487c,12/09/2024
11117-62F,156105-19,Achelis and Bodman Foundation,Foundation,70109ee7d21ac8cdd136a7ceb37366880cf0f535d0baa2fd7d142434f0f7923a,12/09/2024
11117-62F,59068-18,The Achelis Foundation,Foundation,e3345e3be4ebf7aa7356bf6440a2f8dcce6a59c68da4864569dcdd130560079a,12/09/2024
11120-14F,11561-95,Delta Retirement Plan,Corporate Pension,7577a0b79d382dc489a7e54567fbb4976e37da5d4a0caaa92d4862ea7a68ed12,12/13/2024
11120-14F,11569-24,General Motors Investment Management Corporation,Money Management Firm,61dd3469acc958020f23ed8ea76b0da8273d480c693c1d952a8008842318de98,12/13/2024
11120-14F,11575-00,Howard Hughes Medical Institute,Foundation,708d8d6e00995abb99e26bc1a7128f85ba6932b921e04c0729c5d4b4df895e7b,12/13/2024
11120-14F,11580-85,Länsförsäkringar,Insurance Company,25455b4cdca8fe99e3328ffb0f633bd08a63d2f1c5ebc16e60b141affb5c6ae4,12/13/2024
11120-14F,10071-37,Pathway Capital Management,Fund of Funds,a76c0e2fd2f1f2ada2dcbb620197d7eacbe73cb7be3b8be316aee8219ab622a7,12/13/2024
11120-14F,11596-69,Pennsylvania State Employees' Retirement System,Public Pension Fund,1656641e2676eb7d4e16829bebcfa47cdf658045ab4ecdcb251289396aca8152,12/13/2024
11120-14F,10430-92,Stifel Financial,Banking Institution,ab46208d2bfec14c465baac2d2a20affa51237176f049b39ca4447c9721248e1,12/13/2024
11120-14F,11619-19,Washington State Investment Board,Public Pension Fund,ea6d58b46c7b4163adc096fe12195b08793b501518884e9b0cdc364f8e99eccc,12/13/2024
11120-14F,11621-08,State of Wisconsin Investment Board,Public Pension Fund,538c0f8a138ca28c45b73467322af70688cf4d179ceed2d5fd4f94e1762cf01c,12/13/2024
11120-14F,11615-68,University of Washington Endowment,Endowment,506de73de4be42d2f9b15ccef95aada05e77c5478b0fddf2b123233cc095d260,12/13/2024
11120-14F,52460-47,Fireman's Fund Insurance Company,Insurance Company,c467bcc0b67d65ed146f4cfb4fe3825db2227d3e3329659bcd8fc9d1399d3493,12/13/2024
11120-14F,52477-84,The Penn Mutual Life Insurance Company,Insurance Company,6e94d04918ae1a17c5b4e2220e2522e571e4921421d32a272fe5db8d18e64bf6,12/13/2024
11120-14F,52444-09,Allianz Life Insurance Company of North America,Insurance Company,b98e3e1190c831ff8d4e77134ce1fd67170464cfe6e1c2a888a9b360cf841f92,12/13/2024
11120-14F,11577-61,Iowa Public Employees' Retirement System,Public Pension Fund,75e713c62a5848909d4f6ca41dc3d4b7e2c31e73a7fe780ad3b3083474aef785,12/13/2024
11120-14F,42764-77,John D. and Catherine T. MacArthur Foundation,Foundation,a2a6c96e65a5ec4e21fc5116f0abdf1cd2687ba6503397733561a5d56cbe1038,12/13/2024
11120-14F,53147-80,J. Paul Getty Trust,Foundation,39f427defc2523c92375a64e8780606d3c63293e7e3ee068a5f9b94b4398f874,12/13/2024
11120-14F,10263-97,Northwestern Mutual,Insurance Company,7f05b532f943e79bb81a8b5b2fe5ed3f6324594439fbef2f177b93b887fd07ff,12/13/2024
11120-14F,10044-10,Wells Fargo Advisors,Investment Advisor,380bc34308410089a3b86b341a40df98af77b968535402ce476d4ce643acb561,12/13/2024
11120-14F,11578-24,J.C. Penney Corporation Pension Plan,Corporate Pension,0f2d71f7483a972bfc5fd7c32886a3378d2d8288e7555a54b8d9100f9b69606f,12/13/2024
11120-14F,52603-30,Bristol-Myers Squibb Co. Master Retirement Trust,Corporate Pension,8442cdaa90ec8fb48deffd4398a297d5641c2bf2533ac7f8dd7a5bbfc1f0f5cc,12/13/2024
11120-14F,58702-33,Delta Master Trust,Corporate Pension,fba3ea1935c2e64a7ead1d3a7996eb7b5a98490bd85614db8cf79b179812adf9,12/13/2024
11120-14F,12792-16,MIT Investment Management Company,Money Management Firm,d1f7a2b0509079c3023c3e4e1d5897042cf151ebe0e65fd548bb742b3beb598b,12/13/2024
11120-14F,59007-79,Pension Benefit Guaranty,Government Agency,338e4b8f05a087a874a925c2545069784ca998a52000c2881308edb187152950,12/13/2024
11144-89F,43134-67,ODDO BHF Group,Wealth Management Firm,c49b510975f0cf628e70a497182bbe9b79cbf52c9c5979b96e72d90583986874,12/09/2024
11144-89F,11567-80,FLAG Capital Management,Fund of Funds,af9dcc216bd1bf504d464b04bbabf87d4bb8e7dd404c217fffd1d60f292638c4,12/09/2024
11144-89F,10828-63,Fort Washington Capital Partners,Fund of Funds,09dc77cd610837111626175237c1948a506a9aec0aa5f547291353999e5356c2,12/09/2024
11144-89F,11571-76,GroveStreet,Fund of Funds,dcdab3b89ec99628fa0e5b0576da976faa5a8f9421e018d6666e2715a76d6f2a,12/09/2024
11144-89F,11605-33,SilverHaze Partners,Family Office (Multi),dd906469f6f43351b3e1574912a4226158b3b4996195ae0046e1a57a4bb647bd,12/09/2024
11144-89F,13493-80,Private Equity Holding,Fund of Funds,38b80df48bf63661b0975825d4651becd89511a31e1d561fd1aaa8bd3cd91c60,12/09/2024
11144-89F,42764-77,John D. and Catherine T. MacArthur Foundation,Foundation,5a9d492773336e6a7199ce7a470dccf1efaed407467ef00e3a8b2ac99b9d2b7d,12/09/2024
11144-89F,51408-10,Quartilium,Fund of Funds,6a4f65cbd40f5884a09220f8d5eee189494b1b0169a91c3b894bc02d8b32c74c,12/09/2024
11144-89F,65274-94,HP Deferred Profit-Sharing Plan,Corporate Pension,5fcd079e0d72464ab453da6ee83d2eef78e5598369696de10c02f62712892334,12/09/2024
11144-89F,65616-67,Agilent Technologies Deferred Profit-Sharing Plan,Corporate Pension,bbd913c22195723de1f9a4c8a05497d3e3932e23b0a1c65cc58db548e9f86909,12/09/2024
11144-89F,52502-77,Agilent Technologies Retirement Plan,Corporate Pension,6a2f5bbda27da166a36516e38ba48e35c84e5cc98e857c6e40b5ecbe07a33c04,12/09/2024
11144-89F,52609-51,HP Pension Plan,Corporate Pension,b60fa2087c80de5e502b4de88696a9f19e755d9c36dc37e1ed0962511bf0fe9c,12/09/2024
11144-89F,65273-95,Qwest Pension Plan,Corporate Pension,157bc9addc4a2329db8bb9dadcc4e3b1f9654978ab5da92a3ef13c1750511c6b,12/09/2024
11144-89F,65274-13,Qwest Retiree and Inactive Health Plan,Corporate Pension,d2bb4745c5f990c07fa875c22c8a0a2e693dc1ce2a846dea0cbb475dfd26789a,12/09/2024
11144-89F,96958-63,Qwest Health Care Plan,Corporate Pension,1b75273b445bff8a5806e1ab5bcc3a715df7f5d46980bef1054bb5f43879a058,12/09/2024
11144-89F,11204-11,Goldman Sachs Asset Management,Money Management Firm,4cf4bc5d9c5b7e4ca014db39880e7f6fdbb43918f333e8cd9dc822dc780d29bc,12/09/2024
11144-89F,11079-46,California Public Employees' Retirement System,Public Pension Fund,7ad85a4b2c14bebd5cad873a3490bfed4f3226694067e4cfbfd2f1f82307027f,12/09/2024
11144-89F,107387-02,Lumen Retiree and Inactive Health Plan,Corporate Pension,4f49c2442a7b923928d2c619a827d57477787d07fbdc700a41ddd4ba8010d53a,12/09/2024
11144-89F,107386-93,Centurylink Defined Benefit Master Trust,Corporate Pension,2c2c57bdd112c4ee973d472cd96634efd93d36a64ac7e8e40862b8c67ffa454f,12/09/2024
11144-89F,53154-55,Goldman Sachs Foundation,Foundation,5364280190dff38657b26284ee72f34c18bf2c06092603dce5bf236fe231ffb6,12/09/2024
11144-89F,10331-11,Insight Partners,Direct Investment,67b066a2d3f2a9fff2ce6da73682cd1d2d8d51715b32d6d0c2e5d564dfd0657f,12/09/2024
11144-89F,10048-33,Saban Capital Group,Private Investment Fund,b3869eea9490289411eb5963da79fbb0c70b9598f44f39a565f03841b5997299,12/09/2024
11171-89F,52101-10,Migdal Insurance and Financial Holdings,Insurance Company,f9b7e6bcc0b5b1cdf7e7202f7aaac4a45c668efa4ffaf278aa9a98e7ccd1a544,12/09/2024
11171-89F,54530-29,Phoenix Insurance Company,Insurance Company,a3d62b89ca65884709cb414fe1b3eead751b675fe4d4832e8041a16505a45585,12/09/2024
11171-89F,51682-96,Amitim Pension Funds,Corporate Pension,a12dc1941e5b6be9841df322f252f55ea3fea959a61895d55c4ebffb36acb27d,12/09/2024
11171-89F,11557-90,Clal Insurance Enterprises Holdings,Insurance Company,0274977b35c3dd3016a95e9649d8fdc4d8fd9621a13c42b6156149deb782a2f5,12/09/2024
11171-89F,58606-21,Harel Insurance Investments & Financial Services,Insurance Company,92e5db6d2a73bed6d65e61a9e9877b996a5981762150660da2ca961d52c9ee8b,12/09/2024
11186-65F,11146-78,BIP Capital Partners,Direct Investment,8c8141e58203ba1d2974970f43bd58995f77a9560d39ae330beb010698b71807,12/09/2024
11186-65F,11566-36,European Investment Fund,Fund of Funds,f4a662d83b64c1610c8f75a7ec210f3cc90cccfeb0fbabd68cb82a812a5a0f1a,12/09/2024
11186-65F,43134-67,ODDO BHF Group,Wealth Management Firm,1e5ea15f67e376ac5d5226603ac9c7f8c4daa2c8cc0a9a7f03a7b9723e9b7b84,12/09/2024
11186-65F,11580-58,König & Cie.,Fund of Funds,fc51b663b718242e388669f27cbccd7995f3e1300f11465e71864fa3872f5a85,12/09/2024
11186-65F,51408-10,Quartilium,Fund of Funds,a115b4149506bfc2106da3472b4fc518c2edc14f0c3e7c04ed555616fbb0f949,12/09/2024
11186-65F,58874-68,Luxempart,Direct Investment,c6aa9fdaf9138f1c563ea697d38f728c609f405f19ceb01169a52ef6e463a1cc,12/09/2024
11186-65F,52886-71,Munich Private Equity Partners,Fund of Funds,ac1afea68afcd47b52539e79f825ba29bf46a672ce4d8a4e686b3860c048ee5c,12/09/2024
11186-65F,65081-53,Steans Family Foundation,Foundation,b1ee2e01fa69bc28908ac3e119484c8386ff0627e2b477d6de057d76166c2e28,12/09/2024
11190-16F,11544-85,Alfred duPont Charitable Trust,Foundation,0e95395ae342e1d48de524387fa4664dae67398d35d6a124c916c46b81f8e1c7,12/09/2024
11190-16F,52571-89,Bayer Pension Plan (Germany),Corporate Pension,e0db7fac1e349cfeb6d558b91f6ca622714c0f776a7b946a7dbcf157458b6125,12/09/2024
11190-16F,10043-47,Lehman Brothers,Fund of Funds,04236360327b8200d843fa0213240570db9ab678c4aa8f757046710ef3507966,12/09/2024
11190-16F,11018-53,Fairview Capital Partners,Fund of Funds,57ceb2a0343707bdd38b69a20cfb609b860b5c0d612cffd47779fe443d3623f7,12/09/2024
11190-16F,11567-80,FLAG Capital Management,Fund of Funds,2c61226385075ab9731561e980e35f41efac5eb386a180440aac65db5f6070e8,12/09/2024
11190-16F,11570-32,The Glenmede Trust Company,Fund of Funds,25e48ac36853e44084b354f4de525ea5ca9b56467fbe41a09f1fee6cb35d4707,12/09/2024
11190-16F,11571-76,GroveStreet,Fund of Funds,1a4d21f4a5040a850c60ed14b0192c35ea4f60470a737925e2ec8ab19e7334a9,12/09/2024
11190-16F,11572-30,Hamilton Lane,Fund of Funds,8d85fc82d03cdc3c9879fb274c95c4f7ee941b64e240d5cc68fb6b326b00352b,12/09/2024
11190-16F,11206-72,HarbourVest Partners,Fund of Funds,e024dabd0158807e6c5ac5e6bc0b1085a96c8f1340eadb701e8a886157f19ba2,12/09/2024
11190-16F,11574-46,Horsley Bridge Partners,Fund of Funds,720f97a64cb4410b387b13a40e4c2340b20361b0a763c954e755c584e2b723ea,12/09/2024
11190-16F,11575-99,State Universities Retirement System,Public Pension Fund,c4d2f2b7dcabc68c8269fccf5624f45d5649321e64e612011815eab59e6379d4,12/09/2024
11190-16F,11576-26,Independence Holdings Partners,Fund of Funds,991e88508636f72e0587899e5bd27c2350d20c6418964fb8d6ce3b9e779ac88f,12/09/2024
11190-16F,11580-85,Länsförsäkringar,Insurance Company,deb7403ee76021b319d93d18470729385d8fc63d2d3d59742b328aeeb60cfd62,12/09/2024
11190-16F,11584-18,Los Angeles County Employees' Retirement Association,Public Pension Fund,7c89a4dc4dc00f11520e7ded281fa5655dafb98b1057b8e45fe0f626e53bf0df,12/09/2024
