CompanyID,Vertical,RowID,LastUpdated
57044-62,HR Tech,27c88700fc34ebf980b5fffbae2150cae94f335ffa2a2be4db0ad659c7ca69a9,12/09/2024
597022-30,Artificial Intelligence & Machine Learning,16a1c6021e1f1eabf4a35bbd6a970afd3be86ca379d4061c8f7d0853dd178bf6,12/09/2024
592538-23,Cryptocurrency/Blockchain,59c30be7b10356e815ba01c3cc3e802b02abc1e7fe866b8439c566deac32c159,12/12/2024
95245-03,Esports,7b2649d3fb04e50fc6a163572b958f48d171c0d080b0ec185ba233cc39b7d968,12/09/2024
520634-98,Nanotechnology,5713a2ac38e6dbe4046f14b6d1ce415c580807a466d659cee57d64edfe2a2b5a,12/09/2024
566084-62,Supply Chain Tech,627ccec0c7dc6dc19af45f3112dc53871b55a6c65524649a0f78c86b81e5a560,12/09/2024
170085-25,Industrials,871475fd5f22dc6ca054063cbf66f98029d90bede11104cce639dec71635a311,12/09/2024
489504-34,Cybersecurity,20b5b0756f19a75fd69c542069c3f7d149848a3541cc4d2ce5f2783d23f5bea9,12/09/2024
224427-97,Artificial Intelligence & Machine Learning,dd272897382148644ff13bf562eb3d4da1b9aff8266483aa5399a5cee27de387,12/09/2024
534379-33,Cryptocurrency/Blockchain,6d14b878483a354dca4c00f652c048e6d475473ff916fafbc3e537d848015c1a,12/09/2024
462474-28,Digital Health,897ff0715c07f3b582105ce869dac67af222222f08dcc917342d21b0f21bca29,12/09/2024
432833-50,SaaS,9bfc86cd3a402244694cfb789e6967922ebd34c862f67d38a749acd2f3b2baee,12/09/2024
84098-89,TMT,85249eb59172e93e252fa2b3205924d84932c636b3e20790ea6d3a1f0cdafcfb,12/09/2024
156018-34,Artificial Intelligence & Machine Learning,9eeb94c11a0373ef0877fa7a9d41beb4749c975e965eb36e78d93fed8f19cc48,12/09/2024
126527-41,Mobile,1b740b24b5edaec1069f59c1b26a723809efef6c7a4d70a27b35c4ae9333edb0,12/09/2024
126017-38,Wearables & Quantified Self,d997ffafe689790a5b1b571200612c4d1cfe980b313a23bb375d1c2296dacb85,12/09/2024
55349-47,SaaS,54501f7127d83f7ddff6aaeff22d77075b2c659687de115c74e3e443736113c3,12/09/2024
521386-03,Mobile,9401e9287af56b699abc1d56ae0e8856e2d163ea60e8e1f3e7bbeec72acdc332,12/09/2024
467260-21,Gaming,2b882e10d85128f3821ea921c38afe5028865ef411229ba4f8fad07b15249357,12/09/2024
277819-30,Mobile,ac5aa1345781206a499c943d35b757a7a3031d72be05e6e57695ddf0a466875c,12/09/2024
167779-45,TMT,c9d1aa50a58c5eb0ab02193e7bd4a0ca7fbe92718f26dbe0606c728b8bcf2c6d,12/09/2024
399136-69,LOHAS & Wellness,7d05ba3247b96658834e858c98efe8c5584288797244f9751dab3b89f2a0e57f,12/09/2024
552830-68,Manufacturing,d23003a291287ce9aa46040fcae7770fbc9c2145d5f92ab340df9e9649c6a3fb,12/09/2024
62266-42,Car-Sharing,6cc58ebceea41fea8b6a7a092a54a398b95045937a0aa200c0ee0a55b6681eb9,12/09/2024
120313-99,Digital Health,6a3c82f4f513eb6ef83ba7b03d5b895cc50761359668c3bce1fbb21a13ab5eb3,12/09/2024
510160-51,E-Commerce,93a94033bbbcb1affb43b646277a0be318a1f39b9a6d2c3118a4b8db7f85ad3e,12/09/2024
455066-20,SaaS,fd41550873422b094c10ba7901ea315e4417e59b0b5b9006952f2a778ef73038,12/09/2024
172388-62,AgTech,77b8fc06b5fc7d0148313d898be3e419c7c7a2212af28f88231e4b71f7611d8f,12/09/2024
528504-31,FinTech,357e4e41edfca21098ed762bc1c9350c33a1a8962fc05d177c701a02bbf6380d,12/09/2024
540052-21,Artificial Intelligence & Machine Learning,f452535aad15c8571eecbbe7e873b6a242e6e11bca3c5dd152f9f3abad557f5e,12/09/2024
521945-20,SaaS,a77d21f40df55e23ceb72b551d2221208609a6770aad95286ecbe7957fb9e358,12/09/2024
227728-27,Manufacturing,8f5f42e3ee8f98218e55ebd0892d8b4eaf9faa8e75cf0eeb6464ebe807c459b8,12/09/2024
56558-71,Industrials,c1868b8544401fd562aa4313449a6fd30ddb29cedef9805dcbe109aaa2ce8a4b,12/09/2024
509256-73,SaaS,c7dcda30c5dbd2555b822e0768f4422db2fcd12af58987258591eb3263b40e87,12/09/2024
234241-12,AgTech,37b9a0cd4d45cca1aa56eef7de9e7d01db96ca301e77a4145a5e09e6882f9d63,12/09/2024
290108-26,TMT,7735ad0189e8900cc0ae9f3afa04a7b49bca8d9032d78331ecf69c4c35acded7,12/09/2024
491725-18,FinTech,4609a69c88ad01b77b18b169181680f059e540f8eccdb7e68f5434b8114be027,12/09/2024
172878-40,FinTech,34f7cefd0e232642a41ce4bc7f66af837289502196ea359212eae52739ca59c2,12/09/2024
95878-99,Digital Health,514d34bd05ea56e113f87898e2b4653e9466321043b95868e6d33278d79f4b62,12/09/2024
522240-40,Marketing Tech,11b3c95b5e640ed65d25979af516fb038d0478d47f645b71b52a604b8e66121a,12/09/2024
126067-24,Marketing Tech,fcfa0cb27546d3dfcb5fcbde15e67417cd3d4cbdedb12f9ca461f65db8c53f09,12/09/2024
148828-33,Supply Chain Tech,6f89b97cf304a9e1ca938afe82e5aecfb84213684179e037147df4f261aa035e,12/09/2024
462024-37,Climate Tech,f88081054df3ce08d8799a570dd6dddaba1bdc10c4bc134d965b593a37261ffb,12/09/2024
232097-05,HR Tech,b3ef55d70dac414fb9def588213f7c00763e641326140b436731106c5eb69b31,12/09/2024
184767-22,TMT,454858220611e282a78bf6fea73c7729c69c3e5bbc3223b2eaabb911577b8fd0,12/09/2024
466534-81,SaaS,38eac7d05f916c410fbea2bf9d94a723ef7f501ad69a27b18babad27c0b42c13,12/09/2024
588965-95,SaaS,4327893721d50ab9a707116702d38f43d48ba5f52f4738cc0bb040b83bd07a3a,12/09/2024
588754-63,Climate Tech,8f8f2500f89ae30d1ac6ef4ea3d017a99fa37be3ee11914334dc7416d9954176,12/09/2024
506905-57,HR Tech,7c39680a79cdaa162fe28fc179351c4e58c2384edc49db5a1c104ce87b7d85d2,12/09/2024
87254-56,TMT,e072244dea7d726a2c2a89837e3319a7947337a4ddc3c24a3ce53487d70bb8f9,12/09/2024
510731-47,Virtual Reality,8124d239e66b72464c78627e8e75cc6d975a407b4545384ed689ccba5a46c153,12/09/2024
489558-97,SaaS,851b259204d9e18c503d2df8f0e6aca784b6db40e62eac592d1e162ff8880070,12/09/2024
481710-70,SaaS,65b26c62553487385adea60ce1019f24b5ac9fd39b489f0d465e266f474d3b69,12/09/2024
460135-81,HR Tech,f9251ea6828fdb9e5f91fee926685147301590a21492ed27591244a09d500d1d,12/09/2024
81839-62,HR Tech,6c48de6811cd57160796a35c15ffcb0bed7a49d53eecf8361a06fc24246f46bb,12/09/2024
691856-83,Cryptocurrency/Blockchain,ce2df5fd7bffb7f7cabc21989b9fec55a5391e6458621973d0a7e8c10ef7f472,12/13/2024
115623-82,Industrials,d58a3c90d411f7dd4ce9341dab78996cc4a6bcdf6b684fc05338d23673e14615,12/09/2024
55613-62,SaaS,034a9f7fd7f73bf6faced7180d9fdafd1e6eb097352f56872c8315596e0f2098,12/09/2024
55420-21,Life Sciences,1423516162cdb43c7b0ae17b6b7d8d97d2367446d352551de88d240579836e94,12/09/2024
517101-40,SaaS,57ec4b3d265e5bbf232cf407f57ed409bf755a7d4c68e22e90ee13d60fda5e45,12/09/2024
527653-09,Real Estate Technology,ba63b8aaf2e53dd455faa73a33896f47f3ad3d0b4b035fd9ed9b329daaf72160,12/09/2024
87601-69,E-Commerce,7d00acfed99fb761e9190df76078ee78cf3e2b4b3af50305a2e39394f257f7da,12/09/2024
168134-05,SaaS,0aa57af77f1cbde9cf2191703301bb349f6259c898e44a3df3d6aa889ca9749c,12/09/2024
226909-09,AdTech,c21195363dc31652b32f73c2592f84d977194413a1e8e2a3ae7242420322c66a,12/09/2024
458997-94,FinTech,75160d24b627c81aa11bb7ce29e36140cde1582794fbff119084515b74e446e7,12/09/2024
495877-06,Mobile,5c4401795632c60b370662c4864c654c805d42660997fc2ef5c8776ec27c45b2,12/09/2024
221971-87,Mobile,77d18800589606a802ca950eafbe71f69abd34439c41f561026527b11670e798,12/09/2024
85329-55,Marketing Tech,f3ff57894fbd5be3f6c49587d3fde022e36bca04563c9403966a51cb2a4c666c,12/09/2024
57028-06,TMT,9e042ada3b498f76c46714dd585daf5a0b73bd2c52dba7c5dbc8462280d34580,12/09/2024
454630-33,Mobile,5d0f7f91821d1cf345a546f9e36a01edb4c640078865da77a4888266bda337ed,12/09/2024
268366-60,Supply Chain Tech,2b81137a9e65c103fe1e7c636f59d061039c49ee7b8c3eace97c90dd86c22d68,12/09/2024
469373-77,CleanTech,5e24bac6156fffb475ba113610f1d405920ababc4cfe593a45e2c56ee75336b7,12/09/2024
232067-98,Big Data,869896567a162e2ca2a00983266f1cc2298a3e6c3732063dd45a0c4936cce1c9,12/09/2024
469170-10,CleanTech,e018f7a89a776dbc827d3e0ecb7e7218f13c67b73a1c63477b81ef058cdabb12,12/09/2024
490868-83,Marketing Tech,2752d28d6a1385a4ed923e9fe32caf97a56252d7712d85eca502b061889636ff,12/09/2024
462783-16,Cryptocurrency/Blockchain,15e9f1560709b6c261cd90aefc36ad69ab78884864bee7a96638a2e2067653c6,12/09/2024
57040-12,Industrials,8ac7667927303ded636979929bacf908586512de451007ecf26cabd2b41b474c,12/09/2024
470444-14,EdTech,d2aaaa47cd15762b418f5c7b378aa8ebb4dca6ad9d9ccde9476850462e024630,12/09/2024
87282-64,Mobile,168abb7f51100f04a9ea7830cdf216ade101fd99e6cd354f85b1a669d2589d8b,12/09/2024
465164-47,FinTech,45b793a1d3a8fddf85f298e890d189174e5e84f0a4f9b849db202a99c5242fa2,12/09/2024
493404-58,SaaS,5063c1ad916a21936c9f29d90da1e56e014b816f4b4593cc4c5eeee7bea4573b,12/09/2024
97491-07,Mobile Commerce,4e066414c386200676bb15794c261deaf46d8cb6b6162a067669e7e9c02848f5,12/09/2024
112693-60,FoodTech,86b63f3e1acb336f84d6ec6706472d2e964145782e081ae50fbbff1731d95aa6,12/09/2024
186235-84,FinTech,e45bec5776d1ff14d3d52a48dde421c867d539c092e4fe2af324c38183b2e06d,12/09/2024
510156-46,FoodTech,a7864fd86d66ef0258c168575e167a80431d8c7fd9bffc6996ce1172bf3ba731,12/09/2024
86550-49,E-Commerce,5c89ae532473621d9ab252d52b7943bcfe43facce7557051ba85dbcde274431a,12/09/2024
158287-78,TMT,070e08d3670c8a3370b9193ee0fc03a8b91083e6a0392da8892775635b4264a7,12/09/2024
149319-01,FinTech,d6a189079ede5c7643603040473fc9d96d28c4633c31e921e1319599d7d9e31b,12/09/2024
540825-76,Artificial Intelligence & Machine Learning,3c9c4127c1213848b35d327d4391ba06ab5cb9dbc3392cd76144d947bcfe926c,12/09/2024
530353-27,SaaS,58897e036ee7c6a6c324b5e66a23cb7a2b5ddfa3000bf0107616d5117a3d0065,12/09/2024
539153-02,AgTech,270cfab337b5d29c3c0cfed85fc6fd3ff08b7be6e35c0c233369a7ee7c754acb,12/09/2024
481552-84,Gaming,5a2c8a94fbf4107392085f17d97f9748cf8800574fb2b7b0399c47b8f2459a56,12/09/2024
264378-16,Mobile Commerce,c5d29312c280dd64e2ffb53abacebadbcffc04d2d514c3df01c135b6f07b9765,12/09/2024
506792-98,Climate Tech,2b58e230d872209cff675fbde80b3831ee6c39937f9f7646f41907510cede97f,12/09/2024
498108-70,E-Commerce,7b3a2f22c2ff38492daf2ca1109a23580a376dcbe9f63802ff36ecca0c0ee9a0,12/09/2024
221983-12,TMT,9e0a0c9a6f18694fd78a0afea3cdeb17052daac1f0b2f0b1dc87f177772935f3,12/09/2024
433332-64,Mobile,878aac38c0be300d83ab4af477096b5a95c1870e470cd49074457541ed570948,12/09/2024
467107-84,Artificial Intelligence & Machine Learning,3c519607260b50f0ef5995a1c3ce54bcb5dfe060079e46121750c1c78d177e3a,12/09/2024
279378-19,SaaS,9b4ce874903e07339abd33a7250d847ca5c07345ac2a01f79af02c377ff8811e,12/09/2024
61007-14,TMT,406dd3922ad5596cbd24cae0b35aa6ac13e97b47ae05b7275d05491f9ad015b8,12/09/2024
437589-10,E-Commerce,ca17ae99623245812aa135e40e9584442b2aacc7de9f2ff6c46cd29891ed2227,12/09/2024
180685-72,Mobile,d41c21bfed2353b011db30b1f381f25286a9149caa422f5b633b2c31dbbeb915,12/09/2024
170805-25,FinTech,2dd06662ed0c7ccf1b0722cdc7753eb198c8bc37b700c58ceba6e9e5e727db6d,12/09/2024
563467-60,SaaS,b6af7fc9637ccec5d7c8939a08cfc2cf54b101c66bdcbd7d7f86bd2f93fa4270,12/09/2024
232009-48,EdTech,98e937d8bbcff76f39bd2c757d0b9d65a05d1e42cdf3714ccf7532e1c8580d48,12/09/2024
493372-90,SaaS,a5102e7f8989fa4f4fe5839f494b65c167e8e5dc74fea2593475d2d61ddad96a,12/09/2024
182111-86,FinTech,12312a13e06797c1c5bc299d159664c2f4e573dfbbbb441d80424591ef4ace66,12/09/2024
494343-10,Digital Health,ad905328200b6548aac5571ee5829b3ab0c70cf7e406f81d3292c3f6ae79b6f4,12/09/2024
517338-73,Real Estate Technology,8bad9665d810177ff895f8d93b01c2ce735bd876d447c9021a130212f113d887,12/09/2024
466541-92,E-Commerce,3601cfdeff18ae15fc322cef0d21dfad0662eeb21b10fe8c8bf4cdbffa73ad83,12/09/2024
231429-52,TMT,94faa8651ce61c28dca934c6e4d6ec7c9dd68afa97188b84e492bad83840c479,12/09/2024
268182-46,HealthTech,f7a3ce53e0763b2df96919b0f4cd1e00a5d0f92c7914233daaa99821681df341,12/09/2024
103049-11,SaaS,37584a49593a32d200a1bbaee5df1fbdb4365add6314c8f594c8d218a36fee1a,12/09/2024
63480-61,TMT,c6b1105fc25fdf2920f31674247884169bce48273011a25dad72384c867496f3,12/09/2024
432608-68,Mobile,cb0e091f342cfdd0b6dc2f29e0234c5d46f8994c6f8043736af2d4404d615675,12/09/2024
513417-97,Artificial Intelligence & Machine Learning,512d45104da20246af51b85fb65fafab397b40cd454e53bad84785755310d833,12/09/2024
224427-97,SaaS,7304c73022944a4b07e82a5c8dcf890344ea7c8ac0213fb8aef34a6da277411d,12/09/2024
55240-84,TMT,ec7a092727616ff2c54a82c9fe0bb9e337e497dd69bad94fdee4d7441d06c9e2,12/09/2024
230422-60,SaaS,ca81a84bc50d849622593f9a08b426fc7f6210b85e69964672547323cdee43f9,12/09/2024
62266-42,TMT,3c99e2ad7959329550d48c178f7de865bb3cd7eca304f66ef4d805ce6dbfea56,12/09/2024
264655-99,Artificial Intelligence & Machine Learning,725e4ac8fc446a4501ece5beb85abfa6a53173d88678214f2410decac8bee905,12/09/2024
496412-20,Mobile,3249e2fc5e8454c8bd71fb521a73a7ccee37ddaa963428bf809460d24a6d20a6,12/09/2024
538058-44,Gaming,cc028d71fc63fe8336cd7037c206288399a463b0ed7f87d867b8e8acde7d4e67,12/09/2024
86905-36,Mobile,d2f521f0e385666dbfb35484208bc17cb8e61a5add342ebd8a4a766996b3635f,12/09/2024
155521-54,Mobile,1dfa7d6bbd12206b81980e92f10b69e46f9d0fce984e4b50bc5eae59b871b0e1,12/09/2024
57031-48,TMT,7edb6c7e516a65d489c0065ce5ec06dfca769b6ade27547800cd6b8926042efe,12/09/2024
593297-11,Legal Tech,9610d922b34de6eb43e35724243e3053db6013feb990b107878681091da0c408,12/09/2024
95993-92,TMT,1a9aa7e2eeaed4b5ad0c6bd5b48cb80cd91a99e4e5bf4159e1683f0eba564e2a,12/09/2024
399557-26,HR Tech,57c0dbdc00a0b5547fcc2d4b32875a90da5aad1f11f89f122a9eb94e2a26f0b4,12/09/2024
469797-94,HealthTech,94a7570920b7be52e389e4f57e1b7aadce2021b43f839895b5afdb1693d6fbb9,12/09/2024
517355-38,Marketing Tech,d7616dc116bf012b39dc20afc2e1d8bd45a62d22bf302b43073336d142bc73c0,12/09/2024
527628-07,FemTech,9a1ef81bd7e09bc8c9d69f97cc53eaf1a6d89f9628655d2ae606de3fd93be0a1,12/09/2024
226581-85,Artificial Intelligence & Machine Learning,dc8c1f6d2879412752e02e98ef8b7765cf6770928ca97380ace3049f84479fb2,12/09/2024
547546-33,SaaS,3d2c6c8b664bfb2f6a0d408de652bae9b0f8fa68743a3a363112e587494ae550,12/09/2024
471504-07,FinTech,359960eb612f8d507182156e96a65a2455d57de8b3e23ee383dda18d53dfd714,12/09/2024
464347-27,Mobile,3d19eac6efc04ab10f5cea53e9e2cb44c2b89123bc1c08e2dc3b9a9860a8dd63,12/09/2024
110694-16,Gaming,9ff07bb542641cfd16ce4d243e9246a84a124919a56939adb0cf2877815ae11b,12/09/2024
170383-15,AgTech,97704e1e96c2d763fb87299950e16ce78a679d9ce20697ce1c755ee1b7956b2b,12/09/2024
519970-15,FinTech,86a8df60c41a0cb3da9b29ff363b7cf118f643a132ba1f98d08d9b7ae692de2d,12/09/2024
540824-14,Big Data,f401c0c965d8982c5c12c50966f0438a683a5c742ede058be5bcb10c4e32928b,12/09/2024
496760-05,Big Data,16f42b2216b990d81d92aa459b03b2e9f8237a9594ec3e8a969a20e2d0c78d36,12/09/2024
224565-85,TMT,b96396a11ae3aee20c21f26988490d3aea20b155b07ad5a90dbe126fe9c97115,12/09/2024
568404-91,FinTech,907099c6052dafc8dbb2a5b26f7db1bbf9744411dbb1e2124e7e0e92599d0b00,12/09/2024
589780-90,Construction Technology,6b69bb95686cc66b6cf9ac86b89d65b7bccd0b17e4bddf3412c353d062ee6773,12/09/2024
228373-03,CleanTech,a64d0f5d67a0bfa69ad2b0ff6fe398e204682e0d00953e7cdf0b6f2781606b4e,12/09/2024
277702-75,Artificial Intelligence & Machine Learning,a1aab5f1b05e494029d42164e5b7ddd6d1d7220713a0564553ea0ad0711189a7,12/09/2024
528503-05,EdTech,85824d7d992450042e2bd231213f3ff5336d7c98bd6b42db27914bf743371af9,12/09/2024
493390-54,SaaS,385726dde7b4d5fd9deaa7cd8c463d97f96f43fe5405181e0efa673a48a6c1a2,12/09/2024
527352-22,SaaS,c6179971bbb6c3aa7ac4ca3a6748f7a269445d10d119bdf7f47ebf2f19230309,12/09/2024
166188-52,TMT,d6473be32738278f45e04baf50b950446bcb943ad9dfffa3ff7de8f3079e68c1,12/09/2024
434625-40,Internet of Things,e3b6bee7e203ff9586069941d4cb96b2860118c4b29befa240f89b40f3b4df2d,12/09/2024
520500-52,SaaS,6d0d6f17af3f32a4b12776a23a08bf3c3ad4dabad713f873787c990309839b3c,12/09/2024
97672-87,Mobile,c872ab8d4623851d8e32e80a2e692c2727faf8cdd217b10cc6a1632d5afa02af,12/09/2024
599648-77,Life Sciences,530abdda33eb5b00b26f8ac5f18636acd241575857120bd4f596925ad380a301,12/09/2024
495066-25,SaaS,0fbe49250f98eea11ccbec98d133cc7599f216a22cab72b871c81e66fe7bc177,12/09/2024
117256-33,FinTech,4ee8548ee5cd34a8c5908b0225d2df61254b3270211ddca1ced6a127b0048600,12/09/2024
90705-16,SaaS,54e77c6195078c5ca09d6894b78257cc5f998adbdcb0cd7c11b1f6f47408fe29,12/09/2024
496711-99,CleanTech,cab927f7c48f45079301fdd2f0e5cf4b5408890ea3ad2c2957161b7f4ce848b5,12/09/2024
264474-91,Digital Health,a38feaed518caf7995f5f32da4bc251c71e4aea0312c681bbb7e42498b13b8d8,12/09/2024
600701-77,SaaS,1b7ff47fee6e4c9a1bbd1817a93f67371151bfcdd8ead961651f4852aa4b839a,12/09/2024
533208-61,Cryptocurrency/Blockchain,30d253c3ec1ee404588b3d6f33c116c51c28c5fd8f90eacb9dbc8c98e75fc4d9,12/09/2024
277683-49,FinTech,d64e8beb738dcc5164cdd9524b7e4c89608e8089e5ed7634d04656bec7d5405e,12/09/2024
501503-32,SaaS,f52bc9822b1808906eea972626f59867333ce2bdcf38e0b27c95d96ef0574817,12/09/2024
222101-65,Mobile,e5f6d3a131ed0d7030efbe7f2b978e2da11464294ae05a65579e57a5a8effbd4,12/09/2024
495752-86,Cryptocurrency/Blockchain,b9abe823ac895be831494b12b9538aa4a3f7bf60e99dda2f8f708de0d2f33452,12/09/2024
437136-04,Artificial Intelligence & Machine Learning,5abdef5b96df2b3ad3ed5190ede2ddf95ad657d061945608fc12583cda013953,12/09/2024
149330-44,E-Commerce,9116e2a429a00cd504180ce1fdb32e1105081c5f5f51265ad898c8a24fa9cbc2,12/09/2024
109029-43,EdTech,7ac02419687eb88c3ebc177a3ee382ce27556b6ba7b4036aa74d39b9a2ef9111,12/09/2024
