CompanyID,IndustrySector,IndustryGroup,IndustryCode,IsPrimary,RowID,LastUpdated
54749-17,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,b1bebbff9a4622611c18d06c0b743a18db2d01354d81419fbf1484ac9c469d63,12/09/2024
54751-78,Information Technology,Software,Communication Software,No,df0ae8ae97ce35e893f66e8171d3830f248e98fa72728f48c1744ee9918f527f,12/09/2024
54751-78,Information Technology,Software,Business/Productivity Software,No,f03e2f305f7f9b796f207fcaf2f7cf6f2653415b2a5385be9b7af34d87f3d561,12/09/2024
54751-78,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,1dc0515cc70eeb31626a5450123086b1e2e4b2b25e6299ac76316d306d05c96a,12/09/2024
54757-18,Information Technology,Communications and Networking,Telecommunications Service Providers,Yes,5ad94823d0de7d8165c0423f568d9b5fef6060f0c2ffd1923417f8b2bf1a3d15,12/09/2024
54757-18,Information Technology,Communications and Networking,Internet Service Providers,No,7344bb054bb13ca4ab513f2a064ef7ac3fc8a2014c37fbe42ce9cf6c3f15e7ce,12/09/2024
54757-27,Information Technology,Communications and Networking,Wireless Service Providers,No,bcfbdf49415bdc4dc23eb7f905d7d475eeeef13166360e81667a18ffa3eda9fe,12/09/2024
54757-27,Information Technology,Communications and Networking,Internet Service Providers,Yes,f3fbb423aaa5da349740e9c3eac81e1bd64df3ac6c84641ac6a224a4b4f95d25,12/09/2024
54760-15,Information Technology,IT Services,Systems and Information Management,No,843373ef293d049e2beaa269e8bf86680d5045d4216a59ca3f7290639843d4b6,12/09/2024
54760-15,Information Technology,IT Services,IT Consulting and Outsourcing,No,b76496101e78dba8b4bf9746b7250220a68d4c3094fc434b282684628a6208db,12/09/2024
54760-15,Information Technology,Software,Software Development Applications,Yes,8ab869964da4c36b7a2f9ac633e3fb9d22dc8e37b53531912e14865b72906b29,12/09/2024
54768-88,Consumer Products and Services (B2C),Retail,Internet Retail,Yes,e537191c63736093c18ae10e455c03bc11fcb30a30a70fe4ee52d6e300003755,12/09/2024
54768-88,Information Technology,Computer Hardware,"Computers, Parts and Peripherals",No,39bf945b2f115417ad7779e4498db5a1c35f557aab041102e4434e69a1d2d042,12/09/2024
54768-88,Consumer Products and Services (B2C),Consumer Durables,Electronics (B2C),No,f208e027f32c274a3a9c20c339992260448c20f81bf57febb2fb2a8e153e327c,12/09/2024
54782-74,Information Technology,Software,Financial Software,Yes,20c651dc12a9ea23de131c7479de9ec7a663189ce1980ef54c2059b6c29b2d9c,12/09/2024
54782-74,Financial Services,Other Financial Services,Other Financial Services,No,287d92a1d5695b6d3d07dd0e3bbf35febccbac95b9b21ace5cf3efdaee3878a7,12/09/2024
54919-00,Financial Services,Other Financial Services,Specialized Finance,No,c6825fdcb5b3f244e2b7d1a7629c31dd3acfb3e8a3ef3b4843ee3d3894650217,12/09/2024
54919-00,Financial Services,Other Financial Services,Consumer Finance,Yes,a3639ec45ffb3135802ff1b2f42594294ba730ce5a2986b1085a46c9c9182169,12/09/2024
54919-27,Financial Services,Other Financial Services,Holding Companies,Yes,4e3dc1a67b40383845191759ef8df595f497ae3aa5f09af7c695b321cb10fc18,12/09/2024
54919-27,Financial Services,Other Financial Services,Other Financial Services,No,eb374f211188699b59bf9e6ee3080fd9bc9149f69dbc1e9feae9a39b92c73df0,12/09/2024
54940-06,Business Products and Services (B2B),Commercial Services,Printing Services (B2B),Yes,6131b475fe381ac037bc8d80cc5105c2833b9d283f7e74374307e1dd88740468,12/09/2024
54940-06,Information Technology,Software,Social/Platform Software,No,886a8b1114eb98c376e509e1a19b43739ce9537fe2aa57fa1b351a5e66376632,12/09/2024
54950-59,Information Technology,Software,Business/Productivity Software,No,2d5f80e47799b6736a08837ece16699ae15389b27f9985b835d6aef6f431d163,12/09/2024
54950-59,Information Technology,Software,Application Software,No,2f2923d71a148b753f61c09cdbeb4ee2b1fc3bf90216fdf80f38fdd8affdf770,12/09/2024
54950-59,Information Technology,Software,Communication Software,Yes,3cef89ab1d5e5c499ffe238c71c03aaca08f60eab14e5b35581034396177380f,12/09/2024
54978-40,Information Technology,Software,Business/Productivity Software,No,b3eaad7a4bea27072fdc48e8faf554b1ce0d7a1b148ef8a05ca84fb110cd28a3,12/09/2024
54978-40,Information Technology,Software,Social/Platform Software,Yes,7d66f17f6eaf67a2126a2968af35000e52ae6203c0d24d10a3345c3df529c3fa,12/09/2024
54978-40,Consumer Products and Services (B2C),Retail,Internet Retail,No,87cdf6548e3f14d2369843a912e1915d03d191d30488223a78c4ff1ef32614e8,12/09/2024
54988-03,Business Products and Services (B2B),Commercial Services,Consulting Services (B2B),No,8e10f370cf853a5c28cb17adf8a26684dfb44f9b1e622be8ecaadaad29f4010c,12/09/2024
54988-03,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,e5151cc540d29f633157d0d7197d50c26377e63174d6233325ba539566ef9351,12/09/2024
54990-10,Consumer Products and Services (B2C),Retail,Internet Retail,Yes,8877ee7e89f4b8099be054999b243ebd77236f1c3466951b6da094354c255fc0,12/09/2024
54990-10,Consumer Products and Services (B2C),Retail,Specialty Retail,No,45e6ecd5816c3a45cf67ac372a664f98694ebadc11b7a2e2997c4ea33ecff592,12/09/2024
55126-18,Consumer Products and Services (B2C),Apparel and Accessories,Clothing,No,aa8066f2116737683500ee39e0aa18f16ad39b40369d70b7ec459b0f3afebf95,12/09/2024
55126-18,Consumer Products and Services (B2C),Apparel and Accessories,Accessories,No,3fda2c7431d88d2c353e7b44eca02f9ef0e610ca3b3aa6177d4eed4729f0f3c0,12/09/2024
55126-18,Consumer Products and Services (B2C),Retail,Internet Retail,Yes,bbe6fef6ad49ca35c2f1a826131f60d3a0921b32e23b45534c08479b7368484f,12/09/2024
55126-18,Consumer Products and Services (B2C),Apparel and Accessories,Footwear,No,787656dfa782a9b63b583e6a35d308f14ff140838348bffffb3cddb5d1e4d3d0,12/09/2024
55132-48,Consumer Products and Services (B2C),Media,Information Services (B2C),Yes,5db8b8ab46fa818d5266b52950fb8ca18116a09b33e1e7f4b186abdf2f71c379,12/09/2024
55132-48,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),No,4390676e79085d63d8ecf28576c1cfbeaf0751c46cd486a1f6cbd1b5e2a3a706,12/09/2024
55132-48,Information Technology,Software,Application Software,No,73f8e02a575c379e9443e114ab2c74b40f7b28f0f7746712d6c414333a3418dc,12/09/2024
55156-96,Business Products and Services (B2B),Commercial Services,Human Capital Services,Yes,c74f3eb1c3fa9c7f9545d67501ffe3b8742d27e7a1ae12a22231346a0d3a263f,12/09/2024
55156-96,Information Technology,Software,Application Software,No,67bdec54ba83c62151d9f0de2f44ce71ea4936aa05f8b81a39f8fc041283bb67,12/09/2024
55167-67,Information Technology,Software,Social/Platform Software,No,48161578c60db3e1b60cc514b5dd923fc542e6dccab01ce8bad8be721b6dcf55,12/09/2024
55167-67,Consumer Products and Services (B2C),Apparel and Accessories,Accessories,No,013d9bd13223130762905b65cf2b3c2aff7a6ec4686ec3b33d5eee823c7ee80b,12/09/2024
55167-67,Consumer Products and Services (B2C),Retail,Internet Retail,Yes,c4203ce92201c680a80d293e960c4a36060c7fe6c5ce9750294f2f7ca8dd32b3,12/09/2024
55227-70,Business Products and Services (B2B),Commercial Services,Consulting Services (B2B),Yes,6640432b3f62101427b4f8e14799537a28d5c249ef5016dbba18fce5c9571a70,12/09/2024
55240-84,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,d4f7140d1a898571220542515b3f9d980edc27d46b4ef508f459e81af3c772fe,12/09/2024
55240-84,Information Technology,Software,Social/Platform Software,Yes,de34bbb8d4440aa69de0ba02c8f84221c6980ed556a8373e0e3daf30b4ddcd7a,12/09/2024
55246-78,Business Products and Services (B2B),Commercial Services,Environmental Services (B2B),Yes,1b247878f90da366403a8efb31ea50cf8cedc5c68e9b52f3859c42e0f39ae551,12/09/2024
55246-78,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,No,375f5db06dbe3a6dcd3ef952cc131f81b1bba881a59f5ee6b90bba962774534e,12/09/2024
55266-31,Consumer Products and Services (B2C),Media,Other Media,Yes,a16a330caa05006ff53e86bf132aeb55d5351a0328d153a9b8b52a6f4763f347,12/09/2024
55283-68,Financial Services,Insurance,Insurance Brokers,Yes,403bc20a1e24dd1e4155b8303737ad7719be2b3a145606de8b271b71a9e147b1,12/09/2024
55349-38,Information Technology,Software,Multimedia and Design Software,No,e4ea5e321dff4c2518247816445b35c1eed51041a7ee918088e28efa8ce8726c,12/09/2024
55349-38,Information Technology,Software,Business/Productivity Software,Yes,7144f4d73bf41c9cde6dafd68f5da32d14e0906d1d9f470162201734fda4dc3c,12/09/2024
55349-47,Consumer Products and Services (B2C),Media,Information Services (B2C),No,c2d9672f09b3950c8792eb129d025fdc7b15b8fd11bdd15054f8b7788eaa0ec1,12/09/2024
55349-47,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure","Other Restaurants, Hotels and Leisure",Yes,c335c16a58f668d57fb3b51fea319e92ddb65e5203b854c299d807649b125fbd,12/09/2024
55349-47,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,dda8fda7d74f538f6104826821f06e5ff7b342769370bb6e72646b75b363ec9b,12/09/2024
55349-56,Information Technology,IT Services,IT Consulting and Outsourcing,Yes,7365cbf8fb4a7560d05532a99246f80b72782794274311a323518c23b045be8f,12/09/2024
55349-65,Consumer Products and Services (B2C),Media,Information Services (B2C),No,1dbf1473dc4d4ed5ec63608315ef6352e0b337cf062a61d05c9bc7488a45b564,12/09/2024
55349-65,Consumer Products and Services (B2C),Services (Non-Financial),Real Estate Services (B2C),Yes,6aa2544d1f4cd7f71ad685fc649d0c93db2b282d4a04d54e079449345b5eb323,12/09/2024
55349-65,Information Technology,Software,Application Software,No,0ba6f5fb37df60d871adf09f0af4d31ba987053899bc7b99d87aabd48d9c2cd8,12/09/2024
