FundID,InvestorID,InvestorName,InvestorWebsite,RowID,LastUpdated
11206-36F,11254-24,Next Century Partners,www.nextpartners.com,de42df125dfdf380575cde9fe383a090196cddf60198ecca961bc8f21960f7c4,12/09/2024
11244-25F,11279-08,Qualcomm Ventures,www.qualcommventures.com,2184911c8e58b2c8a40a0e1a24cff63adae94e848852a75f9d9b39f5ed3eeef3,12/09/2024
11244-88F,11279-53,Quan Funds,www.quanfunds.com,691d4ebdaf7191ec81ca88885948765fed563ef17253fa5b0ba7e98b1dbb5be9,12/09/2024
11247-40F,11281-06,Redpoint Ventures,www.redpoint.com,300e5f71015811050865ab3539690db566479c0b1b562b33deea0da0d02e922b,12/09/2024
11252-17F,11285-11,Rock Maple Ventures,www.rockmapleventures.com,fc2053aebd3e59b9620dd702e44de3d4875248870a3c6ec2e22f51c454c58c65,12/09/2024
11284-21F,10620-55,Stratus (Investor),www.stratusbr.com,7360d542c799e4653bf4df2f4eeba0300995236c8528dc225e332e49222880d8,12/09/2024
11298-97F,11613-97,United Parcel Service of America,www.ups.com,70863e21ddcb42520dbffdf340be54affe7ce90fb511cdfd74a8fe275697ca89,12/09/2024
11298-97F,11318-41,UPS Ventures,,3cd98803f38a7b503b26973184b7ccd107c55ad5e709feced04b5ddcda364b09,12/09/2024
11307-43F,11323-63,Unique Investment,www.uniquepartners.com,cdf28024e5f3d7534a308a94fa00c2f13e3e2d9e25c0e373287263bc6dac2017,12/09/2024
11311-66F,11327-59,Advent-Morro Equity Partners,www.adventmorro.com,b970d07580692638ee11f18d24eadb95a886ced179782e316002db255607ef60,12/09/2024
11372-86F,10051-21,TPG,www.tpg.com,94c461258cfdc42c7dc09897f4bf6497ed33807d6610278bd22bd4a18bae6f01,12/09/2024
11372-86F,10187-74,TPG Newbridge,,69b6a4b6634f243e563f1b67aeee6508cf27b1036daa087e33f639ed77c4f3ba,12/09/2024
11372-86F,10198-36,ACON Investments,www.aconinvestments.com,3adfa603c8518258420150ce82b8d11f43bac0099c99e68d0e42972f0e500123,12/09/2024
11573-11F,11327-59,Advent-Morro Equity Partners,www.adventmorro.com,234c8dbeb7a72f316614e0b4fe38ef2619fac3f0b2cc4e4555befb014634a2f2,12/09/2024
11573-20F,11272-42,Pinnacle Ventures,pinnacleventures.com,982c8db88bcb3b3ff928fc0099a281dd05480da29c8ce53a72b81076131b277d,12/09/2024
11575-99F,11985-49,Gávea Investimentos,www.gaveainvest.com.br,f5fb00b5c215bacf4bef1f26cf64f7a16b3c8e9395af7989a856c827683a007a,12/09/2024
11579-32F,10134-73,Bessemer Venture Partners,www.bvp.com,4162a7bfa33aa4f499ceae5df92295e4da7b428bbbf5b1d7e94ccbff4f9f860b,12/09/2024
11581-21F,11228-50,Kleiner Perkins,www.kleinerperkins.com,7cd0e6050b296bfd4a3138e43000c1b08dfafd3939f09e01bfb1775d6f81f10d,12/13/2024
11597-59F,11166-58,Draper Fisher Jurvetson Management,www.dfj.com,252e0c08ff76f7b082b5b0834b73c5f4e0af7f9f3c228d1936f5db6d19df9869,12/09/2024
11588-14F,11165-23,DN Capital,www.dncapital.com,eb18057eb2c475cf9a4f39b9b9fedd30f7115d6e0d51af3c2b59065adbfb20fd,12/09/2024
11591-02F,10925-65,Tarpon Capital,tarpon.com.br,0b0a19499f4d28eae7b3b4a7cd54aa25c499812fbc6d0450053561b7fc218976,12/09/2024
11628-64F,14141-44,Element Partners,www.elementpartners.com,bceeca4eba06a5a1f0bb4875157a0e6a6c5ff2cee97bc4e753035e0a3cee81b8,12/09/2024
11640-07F,25306-12,Accel India,,575a94c6da71743d7d8981048cdc86159991e30a94d22bf83ed44302efea29a2,12/09/2024
11640-07F,10139-41,Accel,www.accel.com,456faa50d5a01ffe751f792f612899845ad6f42dedb3617021dc2fb5ba285529,12/09/2024
11643-31F,11215-63,Flybridge Capital Partners,www.flybridge.com,95e49e55e10d75b935ffa6179190f753d228b31073e0ee8f46aab839692abdc0,12/09/2024
11644-30F,14156-65,IGNIA Partners,igniaunlocked.mx,c0c9b74a128091c90e4c6d10979c521e77f4569bfce82f4d8cac28a26bbaf9f6,12/09/2024
11711-53F,10123-03,General Catalyst,www.generalcatalyst.com,942e155342cf373521f492d5e9441dc4b1923001449e41792bef76ec5ad0fc16,12/09/2024
11711-62F,10123-03,General Catalyst,www.generalcatalyst.com,461ae9475981fd3f73e87739bb629a0853585c0c2c13652b499941cc5a36955b,12/09/2024
11852-56F,11133-01,Benchmark Capital Holdings,www.benchmark.com,d59e61941126d9fe44dffdde6c53b275f57c56f2876d5bf8a545d75275db5bdb,12/13/2024
11852-83F,14141-44,Element Partners,www.elementpartners.com,5b87324e4bb32433ef613a0b81c2071c6b74399f25c76711ec1ac6141dd6ed3d,12/09/2024
12040-75F,25043-41,Riverwood Capital,www.riverwoodcapital.com,8a64f3d30261db04194f10e5cfade50db209ce15e26e0b2954858fb4b0197761,12/09/2024
12120-31F,11111-41,Arboretum Ventures,www.arboretumvc.com,e7728cac885c51d4c03d3f41c7cc380c4da123fb23d79dca755ff1a88bd8b2ad,12/09/2024
12415-06F,38425-06,Hicks Muse Tate & Furst,,70e5c4b0b2d83b9a95cf6fdec5bc82ac04e5df6ccef2ba2dbdf7e2ac09a5e504,12/09/2024
12415-33F,38425-06,Hicks Muse Tate & Furst,,5dab0a5ed9747c5c833c85232e6dc7e6016d85e2290a742d8ef6fbc41a6a3eff,12/09/2024
12427-39F,11166-58,Draper Fisher Jurvetson Management,www.dfj.com,0c16b652d2de41d530aa138e2c1234dec42aaf5814750e224f8ddb8bf2ca2e76,12/09/2024
12485-62F,12075-22,Chase Capital Partners,,4ee7484322fadf10ec0767bfdcf741e9c3468a6f93cb565f385e63fc6ee51991,12/09/2024
12488-41F,11216-98,Index Ventures,www.indexventures.com,a83f4e3a6081ba510f26c2555f0bbdb122df7909edaf2538ca4269ae0d033bc3,12/09/2024
12513-79F,40732-48,Atomico,www.atomico.com,da7b6a77368f0fe6cfcf99b8e5bc360258b5ea82ec44146726eddceba8cc5327,12/09/2024
12561-58F,10139-41,Accel,www.accel.com,6e6242fb1aab927532d5f430ee6d69e718d3f04a3ea9127074475c423a64ea36,12/09/2024
12567-34F,11227-60,Khosla Ventures,www.khoslaventures.com,12aac0411dc17f804772fadb09f63c6a24867642e72d68c9a1ddf244fe2f4134,12/13/2024
12572-20F,42132-25,2bCapital,www.2bcapital.com.br,250758663609cdf505b23f7d23b7f21acdf839664014586b850d16ecc486e8a4,12/09/2024
12574-63F,11120-68,Aberdare Ventures,www.aberdare.com,81a80959c7a474455647b8f604407a116def30bf937c588a49a68b5d11fd564e,12/09/2024
12629-08F,11272-42,Pinnacle Ventures,pinnacleventures.com,b63611a4d15348f35a2f7d9f47d4627c0bb8100225cc4ae44f8122663b1da6a6,12/09/2024
12679-30F,11281-06,Redpoint Ventures,www.redpoint.com,44a90d9b51b619275eb0800b0d97aec2fa52209de883d3d564d0dd4de40f2476,12/13/2024
12679-84F,11985-49,Gávea Investimentos,www.gaveainvest.com.br,a8fd8bf967c5ea1584bd6a34a5a294a156a584031cb091c55cc91fb15d365986,12/09/2024
12701-08F,11326-33,Venrock,www.venrock.com,259e7bb4d5e605389a18b3d416b49f2bf0ef682417f534528697acf691b92400,12/09/2024
12702-34F,40380-76,Leapfrog Investments,leapfroginvest.com,782d08472f6536b25322405be24d00d0c360ab02019cc11b6b31a21c3d016216,12/09/2024
14040-37F,11608-75,Sun Mountain Capital,www.sunmountaincapital.com,51e3ae622f4b3f06b3ee2d4c25e78de8f3f236e664f41a46c594c52c907a0fcc,12/09/2024
14040-37F,42381-64,Fondo de Fondos,www.fondodefondos.com.mx,18c0139a21a909cf46ab13f2208ee75bdcaa6f5437cf9acc07922af4bd70335a,12/09/2024
12725-92F,11315-62,Founders Fund,www.foundersfund.com,026044ed28396b97813ba8c85bae7d31583e6e49dc719d2df7b506d88683c578,12/13/2024
12732-31F,40420-36,Y Combinator,www.ycombinator.com,45de1e3f61e829c36277a47fb6fad50783291b27df67fdf53525e7fb653fd059,12/09/2024
12742-12F,43085-53,Alta Ventures Mexico,www.altaventures.com,6f73c814f6cd9d58890aff83c68907a69624087ae181ee99843b37abda5f604f,12/09/2024
12744-37F,43108-93,Vander Capital Partners,www.vandercp.com,ba7e1665d566d5a0a1543eae96f0c2f4563b794bae391b1fa6480232f50b6853,12/09/2024
12796-21F,11307-34,Storm Ventures,www.stormventures.com,bf31eca0a650482cd15b221d7c8eda180857910628bea586c3843df2501c0ecb,12/09/2024
12916-45F,11127-88,Boston Capital Ventures,www.bcv.com,2156ba29b7c0a4a2ab95beac3b113a73b14e36dbf6347f56a9869a9d529fb1a8,12/09/2024
12932-65F,51076-45,Angel Investors,,bde8da2223cdbcf368bc69621cec50b6cf8fa16b49cf77f2991daaf07ab37cfd,12/09/2024
12949-03F,10331-11,Insight Partners,www.insightpartners.com,2d0f314a7f01b015fd86ecdfde7cafd80714fc3f2e8546b1e64f2931d31449d9,12/09/2024
12959-20F,11216-98,Index Ventures,www.indexventures.com,4b953b9417abf23f3d6f0d8793cecaad44c25aa8c38e82e122a5f7f87b1d3b89,12/09/2024
12963-97F,11187-82,Finaves,,e30e202003c4039c615c3173c3a84de0c864c52dfbbc8dc607f4ac3ae665486a,12/09/2024
12964-42F,50981-14,TransLink Capital,www.translinkcapital.com,8b1d8360baf1b27f6cc55ced4e68056bb80949698ebb07c2c2776c94894fe277,12/09/2024
12972-79F,42873-94,Tiger Global Management,www.tigerglobal.com,8b93ac9181c03be801f4fbe198121b2ec44f913603ad64f9c297e5df2a882cde,12/09/2024
12973-06F,42873-94,Tiger Global Management,www.tigerglobal.com,cc20a9aeadd4fefeda56c495934410e0af29d16cb22523ef6325d544771f63a5,12/16/2024
12973-15F,42873-94,Tiger Global Management,www.tigerglobal.com,06474d1f432143ed092d9b4e44d2475f92d94fc74eb6eb8530b681c7152d6ba8,12/16/2024
12975-85F,11295-73,Sequoia Capital,www.sequoiacap.com,81bbe6021389422d7e424f893a2b116a5285f4ccbedf6fe7702b9629cb0c4ca4,12/09/2024
13002-40F,10121-86,Summit Partners,www.summitpartners.com,85298b8f31919130dde20e59c3343c85924fd4d20a3e603b20e5382cbc720262,12/09/2024
13010-23F,11270-53,FirstMark Capital,www.firstmark.com,30e8a066a63c5965f4752298ec4cea60bb6b2f4ca37cc758b988dba4e627fcc9,12/13/2024
13012-30F,11215-54,IDG Capital,en.idgcapital.com,66d6515fb1a1613c2810543f78d65a27ec0594b19774113ce8801a393bd1d868,12/09/2024
13012-30F,10139-41,Accel,www.accel.com,b6e0d56f3d7c671695daaf9af5e6c7b7f15ccedbdba0e91e99016ae4784330c7,12/09/2024
13041-19F,51762-25,Real Ventures,www.realventures.com,b3750c597afe7ceb3a90ac226e7f82da63ef465e45ec240e2bd2dd385d66f7dd,12/09/2024
13087-72F,51260-14,Acumen Fund,www.acumen.org,95482e45c687595c4ac23395ed1439cccc3266a3aa6eb3d3d0111fac8553fa6e,12/09/2024
13097-35F,10051-21,TPG,www.tpg.com,4d177ec22a3fbbb78e180deaba5a9a4996a44d380c2a2dc47aa875cc075ca490,12/09/2024
13097-35F,10187-74,TPG Newbridge,,10c6db9fd31b323c73d985c2d32e53d2dcf1b2f02f7a76d22d5dc190ea00edbf,12/09/2024
13102-84F,10139-41,Accel,www.accel.com,27f41b7de728d22dcbc47269e663223dfd1220553b32a56664139e2bed67e0ba,12/09/2024
13103-92F,11171-44,Emergence (Financial Services),www.emcap.com,393c19cac04eb30a323e7ab711e9492ca80212b76e2368b494fa574184c33263,12/09/2024
13106-71F,50980-60,SV Angel,www.svangel.com,8dfab3defb8c497180c958a498e5b564d83f8b836e07f7e267b65ff0a4abbe84,12/13/2024
13109-77F,52332-76,FIR Capital,www.fircapital.com,9e96b8b5800b4699d128a75e9df5692f6e52569ead8b57d39915e4e28062266d,12/09/2024
13113-73F,11228-50,Kleiner Perkins,www.kleinerperkins.com,6fdd7d2d20ae022c3ffcd2085ef6e773f726d494dad1d3918aa412ed231257f6,12/09/2024
13118-86F,51063-49,ePlanet Capital,www.eplanetcapital.com,d04f2494687ff1d6ea473777f5ae551ce337f18f6e8dfba7e32d0bacc4f7e902,12/09/2024
13122-73F,41021-92,Armilar Venture Partners,www.armilar.com,def2bd1e00b93803bcaf8995cedaa45dbe320dac43acb334989b5cb0eb7334ff,12/09/2024
13136-59F,43015-78,Rose Tech Ventures,www.rose.vc,d5224f4440808268c465700464d0169ef070f1b1ebef60a647ba872ebdc66944,12/09/2024
13152-34F,10071-01,JP Morgan Asset Management,am.jpmorgan.com/us/en/asset-management/adv,08e4239a5da8b2e2d3d2bc33b08b161c2053f91ef473826df1ab150a2b6ec580,12/09/2024
13168-09F,119422-72,Rio Bravo Investimentos,www.riobravo.com.br,f7038d3af99737f544405e80ca81a04fccb8d187b5730921e816429c65de5104,12/09/2024
13173-76F,43004-62,Austral Capital Partners,www.australcap.com,fe4191a7a14fd2cacda734ff66bc299e8bd21a4f39213ed67993419b849bb8d1,12/09/2024
13186-18F,51022-00,Kima Ventures,www.kimaventures.com,cf2014c4ac83d357c449c5ceeab683a6804aed249a760a2b0fb32f081086daf0,12/09/2024
13189-51F,11298-79,Small Enterprise Assistance Funds,www.seaf.com,6026648b13f9bf181c8bb2575c2ef92e8b85ff5eb4619fd0b2606aa93293d006,12/09/2024
13198-60F,42787-63,Elevar Equity,www.elevarequity.com,81c124db64fbb36eedd7d8ee9afb1046bfd1d2fbdfe20699f31563a7e9f168ff,12/09/2024
13200-76F,49063-60,GV,www.gv.com,14ba64bed2290e05a4918bd2b085a67ae627c5ab7b344dd91898c9c19b2b92db,12/09/2024
13215-79F,88740-19,Tamir Fishman,www.tamirfishman.co.il,3ea68edfdb0dbc1c69b321cc2d682194d315acc910c77d3e246021d09a2b9923,12/09/2024
13215-79F,51273-01,DFJ Tamir Fishman,,e1082ad5f35db27cd16d34374c9fbe2a1cf8dfd6fe517a66b84340fc4043110a,12/09/2024
13321-72F,52582-06,eCompanies,www.ecompanies.com,3a84e5b5835904e8cc772a411b5d89fc035588d286110ae9b0605673edc87f27,12/09/2024
13345-39F,51625-90,Thrive Capital,www.thrivecap.com,e6ec1a51c7f40179177353a67c690f915fe21b83c731d4a9023c9302b7a39d66,12/09/2024
13346-92F,11295-73,Sequoia Capital,www.sequoiacap.com,ef7fb1dd639b4b9d1386f45bec0f23870509583ab9b475e664c35904ae68ab3e,12/09/2024
13365-01F,52902-10,Kaszek,www.kaszek.com,82786955e79ccefc29fbbd5de0f950b2a1e46e869305d341bdfe76a02362bdf5,12/09/2024
13374-28F,11612-62,Citigroup Alternative Investments,,2457532b22aa10e930d7598039f1881bb10423a911496dad47a015f7d7a0f64a,12/09/2024
13376-17F,40668-76,TriplePoint Capital,www.triplepointcapital.com,b05072c52fad08d4710e0000f3cb5ae49bf704504b9ef50f4356f99f0cd23d99,12/09/2024
13391-83F,42997-42,Victory Park Capital,www.victoryparkcapital.com,c7f9e6505cf4d928187026152f349dc7626d0a563a5106aeddb5543fdca098c1,12/09/2024
13393-90F,11315-62,Founders Fund,www.foundersfund.com,586ecdbc5ee82391a342e99be5c23eb410560a809dd5e21d928a6d52d421d9c3,12/09/2024
13396-69F,11279-08,Qualcomm Ventures,www.qualcommventures.com,c80a9aee5c79780a781235802016cb30a2bffdae3ccba2f501ef6e37d411b4fb,12/09/2024
13400-29F,52162-93,Monashees,www.monashees.com,f8b8fe4e3bd41481e386fbe6302850e0cc2a7c0bb12e452adfc55e34124a2dde,12/09/2024
13400-38F,52162-93,Monashees,www.monashees.com,55eacccb88d7dbf3b7889d5c3f0a24eda772efd8d050195a73d1707c5d45f0dc,12/09/2024
13407-04F,11184-49,Sierra Ventures,www.sierraventures.com,591dba5e5924f9706d9708bca802f36d456998c12d30a5b06981d27b865cbfa1,12/13/2024
13407-67F,11172-25,CRP Companhia de Participacoes,www.crp.com.br,9fed5a01e21d5978e5c2c0d706c6b2057bcd576631d7be95a2a69ebf3296f9a9,12/09/2024
13416-22F,11124-64,Headline,www.headline.com,5b8516d012d70a52c9034f69ab5e506c55a560450cf9d08c3610fe2bca6595ba,12/09/2024
13423-78F,11313-73,Temasek Holdings,www.temasek.com.sg,16d36e7d0d709d02ae796e5e66eaf14d064fefacde36fd4c82c51634dbab2a71,12/09/2024
13425-40F,10765-99,Kreos Capital,www.kreoscapital.com,579e32f1902381d35b6dca54d7f8dc52708c5d80ec64a23ac7739c10406ca47b,12/09/2024
13445-47F,11593-00,Northgate Capital,www.northgate.com,10aa49c86d565743f3b7a6a96aac852f0d1c2134f0f5d446c9c5953f67d062f1,12/09/2024
13448-08F,53944-48,Fall Line Capital,www.fall-line-capital.com,15c6186d7b20360acff307786fb1d98c134b7477199535087c8c379095d4151a,12/09/2024
13451-95F,53948-62,Aquacopia Venture Partners,www.aquacopia.com,396149d949467889d4b9533a748d014f0edc532dde8d4e65dcef1234c88a3b13,12/09/2024
13452-58F,42873-94,Tiger Global Management,www.tigerglobal.com,f569c73b4958897e9253281975c7b4b3c5885c25181fe50ed5571da37177f22a,12/16/2024
13465-54F,54106-66,Valar Ventures,www.valar.com,117fe8c070e08a4d39397c9197932363fc9b50ca928a3af9ff5344a4b0f61b57,12/09/2024
13467-16F,40773-97,DST Global,www.dst-global.com,b7489c0f3a3ef4ed813de5154ececb90808754f726a85402126af60f22a17db8,12/09/2024
13474-72F,51006-88,500 Global,500.co,f2a3e981c09b44a38711106124c99381a89010b5b3528e30a14964e2153650c2,12/09/2024
13474-81F,51006-88,500 Global,500.co,8c1a4ffae0c3a3d5d7926ff6d6c54083c737036e600e8ec694a0d21758952757,12/09/2024
17052-76F,268764-04,Lachy Groom,,dea9a8c23cff6f6a4f8e8df98c02d85a7b83f5a49a126abdb6f87d2b9a27d314,12/09/2024
13475-62F,53823-34,Endeavor Global,www.endeavor.org,fa6fd9dcc671fb5b46aa823b113413c0060bd167ea1c8d6b70a628b482570520,12/09/2024
13475-62F,185886-37,Endeavor Catalyst,,cdcb8d8363495e959ab756b9897343037dedfeb45602207ec67ea2bcd3908008,12/09/2024
13476-97F,11193-13,Foundation Capital,www.foundationcapital.com,578c2295d9dbbb9de3fad32a8dc13b06e56281d20c4872799978229075a3466b,12/15/2024
13483-54F,51509-53,New Harbor Venture Partners,www.newharborvp.com,ae2a68565d6ac1bdc5e55477254c3db423debae67b1c5f858e17abae049d8877,12/09/2024
13487-14F,50987-71,Tomorrow Ventures,www.tomorrowvc.com,bf41ec8055919704b134b8eb43f7088e467f7ec53c4c44778c98d003227d3c5d,12/09/2024
13500-82F,53432-65,Freshworks,www.freshworks.com,a77183abf0b31fc953eb15463fd96d4d8931420d353c436565c7f5a9249a4fec,12/09/2024
13500-82F,10139-41,Accel,www.accel.com,4b432579ac0ccbd1f0895c18fd2d06c0c41f44a0ed95e2a65544bbe1f236c243,12/09/2024
13503-61F,11279-08,Qualcomm Ventures,www.qualcommventures.com,a030715067f7836f9916911e103df824ea38e7d0fbd8e46ff23f9541dc5f5e2f,12/09/2024
13509-01F,11157-76,Creandum,www.creandum.com,d48614e2fbcd131048304156097f997b9efc76a20eb64f9780a3340c662dcfed,12/10/2024
13512-34F,11227-60,Khosla Ventures,www.khoslaventures.com,690e54af94fa3b6242d60cc0cfdfac9906353eff1294b846fa504979c5d68d19,12/09/2024
13517-20F,54497-26,Enisa National Innovation Company,www.enisa.es,5fecfe64e884129a47dd987fa0ca9acb2883f89e8fa761fefe34e7a83f81d2e0,12/09/2024
13522-96F,54673-03,AlphaMundi,www.alphamundigroup.com,e0562140ebe40753779902fc4e86a16d20bc48e54de0a9b28d6e2b2f0523b277,12/09/2024
13528-27F,24981-04,Compound (New York),www.compound.vc,44d6e452c77708f0bd8919103bd89be6381ad0dda5f73cd66d1de3a40dfd1d00,12/13/2024
13534-12F,12501-28,Leopard Capital,www.leopardcapital.com,40eaf29fa5e310b31d58d107bbaa39f349fd2d19978c9c2cf6fcc5113ab28e44,12/09/2024
13535-56F,11124-64,Headline,www.headline.com,2f345d323aa09cead8a29d0c9d45113bcd511cf69e077bd4e9238ad80e68eb7f,12/09/2024
13535-56F,53980-21,Redpoint eventures,rpev.com.br,6c4149856c7401b074a2873d0505f2872690f72abf8dc6744ea8f9984abd3024,12/09/2024
13535-56F,11281-06,Redpoint Ventures,www.redpoint.com,213cd467e3a9aafed7653fad2caefc66cddb4238a86b9019c74b23385aca956d,12/09/2024
13537-09F,11336-32,WI Harper Group,www.wiharper.com,d1ae5fec0a3b5f16dcf919401ca6ea8992210fb863bf31ed5af1c5a38961008b,12/09/2024
13537-09F,54880-12,Sinovation Ventures,www.sinovationventures.com,30b65f4b50d525d35613419bb00b45c6f53020e5ee13e9d6414ad59c6b43d06f,12/09/2024
13545-46F,11593-00,Northgate Capital,www.northgate.com,b1cfb75800a9e9b1e96266433e9e015c83a3724fb75d2d68348a197ff6b8840e,12/09/2024
13546-45F,51625-90,Thrive Capital,www.thrivecap.com,d410337a322c7642933021667ac8a711c4edd13fbdf1c0cb0620faf9565da12b,12/09/2024
13548-61F,11326-69,Ventana Global Capital,,f9c78ea954ec1af280a99514d5a580f324652c0ebe986def9cb51d3ec2d51bb5,12/09/2024
13549-51F,42997-42,Victory Park Capital,www.victoryparkcapital.com,c1cefed8b3dc703d9385fa363360d93c6bb72bbb20af1f5811b5fffac821b1bf,12/09/2024
13549-69F,52162-93,Monashees,www.monashees.com,a21aa4b498bb903593043f38953f9fdf90013d8b098a0206955aee650050a9c5,12/09/2024
13562-11F,54582-49,Thayer Ventures,www.thayerventures.com,f013e2aa29a57c58cc84af0f6a48b22deb17c5da12f25823ff1c30adaaf162e7,12/09/2024
13566-07F,54331-57,StartUp Health,www.startuphealth.com,a0d960e3609fd0f62b939a6bdf809b8d97111595aa3abe6740d0833b9a8281a4,12/09/2024
13574-62F,52498-99,Aurus Capital,www.aurus.cl,031307a1bb9643c3c2acd318ab105bd8a52c3af83e11b863f6580c0d5039ceec,12/09/2024
13580-56F,53906-41,Social Capital,www.socialcapital.com,b1de0cc1b3e3e0dda98eafb398534e8acaded2afede73a325b205041be7f6105,12/09/2024
13581-55F,55497-61,Vox Capital,www.voxcapital.com.br,aee5bb35427162076843489f77260f552e41fbb70657b8d38511e7c2b91c6e0d,12/09/2024
13592-35F,11295-73,Sequoia Capital,www.sequoiacap.com,2a4a0c2d7654433bb9829648195ce69424716355fb90e5e107f45c58bc79b978,12/09/2024
13592-35F,89936-74,HongShan,www.hongshan.com/en,7777899fc231aa7be3991bcecdf56a8879f606ba1d843d3b4d7654ba9a6c5b6e,12/09/2024
13598-11F,51089-77,ff Venture Capital,www.ffvc.com,67be1b46754e532fc6113cb4cd1186a3d0c34832eff4a6413b3e30c0a29e6b4f,12/10/2024
13606-39F,51189-94,HV Capital,www.hvcapital.com,174d9bcff9573fad29d0862b29e42669b6171b4697677f5394b4c56bf38fabc4,12/09/2024
13619-17F,55346-14,Ribbit Capital,www.ribbitcap.com,ac74ecaad93e321dc6ec31530ba6c1e6ee62f710fec810d61e16ef78543e39d8,12/09/2024
13622-77F,53961-94,Accion,www.accion.org,bf643bac763c151bb7aff29de72ca920f902065c8577b3895224faa693dc2990,12/09/2024
13622-77F,125027-02,Quona Capital,www.quona.com,abcc3f705b8b7102b804c8a82f08a29dcf6f0486275a9fb785a2640cbedd41d0,12/09/2024
13626-19F,53906-41,Social Capital,www.socialcapital.com,2169dc87f16c7e209daf2824afe2b81e6b62e1cdcb61a0eb13deae8bc84383e4,12/09/2024
13628-89F,51001-57,XSeed Capital,www.xseedcap.com,3277dcc8a081685facc93400a38560fd4bfa20788ae83469f503d615e2ce1ec5,12/09/2024
13657-51F,56176-84,EB Capital,www.ebcapital.com.br,11a5df31732f653a14d9b52c5fc7bc136fa2151b1932b34f81a91f5860eecba2,12/09/2024
13657-51F,119049-31,e.bricks Ventures,www.ebricksventures.com,35b8f3198f3a3e3ab6e4c083292722f4e2bd7d6e6a057a236e48db2185a62965,12/09/2024
13657-51F,442473-94,Igah Ventures,www.igahventures.com,c88602fce5304070b2b3b8d89d90f59b21ba5afd1b36ce07be11f37e4071b7f7,12/09/2024
13665-52F,51006-88,500 Global,500.co,365fce2b1153c09320bb66e278bd66dc00e8824e883411ab9d18506607235833,12/09/2024
